T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.247067847E+00 1.247125350E+00 1.247209334E+00 1.247331885E+00 1.247510351E+00 1.247769389E+00 1.248143556E+00 1.248680264E+00 1.249442635E+00 1.250511075E+00 1.251981692E+00 1.253958956E+00 1.256540496E+00 1.259794815E+00 1.263738165E+00 1.268322331E+00 1.273444069E+00 1.278974751E+00 1.284793390E+00
295 1.248321329E+00 1.248373635E+00 1.248450042E+00 1.248561523E+00 1.248723799E+00 1.248959187E+00 1.249298879E+00 1.249785529E+00 1.250475699E+00 1.251441156E+00 1.252767473E+00 1.254547869E+00 1.256870828E+00 1.259801981E+00 1.263364941E+00 1.267529969E+00 1.272219574E+00 1.277331497E+00 1.282766312E+00
300 1.250191931E+00 1.250241632E+00 1.250314221E+00 1.250420051E+00 1.250573930E+00 1.250796754E+00 1.251117537E+00 1.251575574E+00 1.252222329E+00 1.253122072E+00 1.254350052E+00 1.255986795E+00 1.258107860E+00 1.260769882E+00 1.263996235E+00 1.267768416E+00 1.272029797E+00 1.276702889E+00 1.281711132E+00
305 1.251953919E+00 1.252004803E+00 1.252079044E+00 1.252187136E+00 1.252343955E+00 1.252570349E+00 1.252894846E+00 1.253355394E+00 1.254000442E+00 1.254888445E+00 1.256084899E+00 1.257656285E+00 1.259661432E+00 1.262141803E+00 1.265112876E+00 1.268559669E+00 1.272440260E+00 1.276698520E+00 1.281280127E+00
310 1.253502259E+00 1.253560052E+00 1.253644279E+00 1.253766651E+00 1.253943637E+00 1.254197979E+00 1.254560211E+00 1.255069731E+00 1.255774705E+00 1.256729694E+00 1.257990525E+00 1.259607013E+00 1.261615797E+00 1.264035780E+00 1.266866560E+00 1.270089342E+00 1.273671008E+00 1.277572947E+00 1.281761482E+00
315 1.253800822E+00 1.253874887E+00 1.253982631E+00 1.254138782E+00 1.254363799E+00 1.254685439E+00 1.255140012E+00 1.255772536E+00 1.256634633E+00 1.257778937E+00 1.259250211E+00 1.261075770E+00 1.263260597E+00 1.265790443E+00 1.268640255E+00 1.271781438E+00 1.275185882E+00 1.278829957E+00 1.282699174E+00
320 1.251736781E+00 1.251843286E+00 1.251997984E+00 1.252221651E+00 1.252542801E+00 1.252999500E+00 1.253640143E+00 1.254522066E+00 1.255705883E+00 1.257244210E+00 1.259166042E+00 1.261463451E+00 1.264091212E+00 1.266983702E+00 1.270079410E+00 1.273336011E+00 1.276731058E+00 1.280257407E+00 1.283920562E+00
325 1.245290657E+00 1.245457352E+00 1.245699155E+00 1.246048132E+00 1.246547850E+00 1.247255636E+00 1.248242688E+00 1.249589809E+00 1.251375541E+00 1.253654486E+00 1.256429645E+00 1.259632918E+00 1.263133785E+00 1.266782399E+00 1.270462584E+00 1.274117426E+00 1.277738978E+00 1.281345907E+00 1.284969477E+00
330 1.231232540E+00 1.231506275E+00 1.231903085E+00 1.232475088E+00 1.233292867E+00 1.234448318E+00 1.236053748E+00 1.238232829E+00 1.241097475E+00 1.244707653E+00 1.249021861E+00 1.253866024E+00 1.258959187E+00 1.264005970E+00 1.268802806E+00 1.273280417E+00 1.277467850E+00 1.281433365E+00 1.285249616E+00
335 1.204366262E+00 1.204819715E+00 1.205476993E+00 1.206424173E+00 1.207777735E+00 1.209688822E+00 1.212341011E+00 1.215933546E+00 1.220639753E+00 1.226534700E+00 1.233506098E+00 1.241199254E+00 1.249069997E+00 1.256566176E+00 1.263334473E+00 1.269296052E+00 1.274560220E+00 1.279292120E+00 1.283638093E+00
340 1.157744223E+00 1.158472091E+00 1.159527632E+00 1.161049736E+00 1.163226838E+00 1.166304410E+00 1.170582003E+00 1.176386697E+00 1.184004392E+00 1.193555990E+00 1.204838531E+00 1.217217595E+00 1.229710137E+00 1.241314286E+00 1.251403988E+00 1.259880598E+00 1.267001443E+00 1.273110213E+00 1.278484725E+00
