N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.234231550E+00 1.225764035E+00 1.218062745E+00 1.211299347E+00
1.016672606E+01 1.234655990E+00 1.226416121E+00 1.218982115E+00 1.212519335E+00
1.033324570E+01 1.235266059E+00 1.227345958E+00 1.220281898E+00 1.214228685E+00
1.049996187E+01 1.236134755E+00 1.228655157E+00 1.222090047E+00 1.216576850E+00
1.066670514E+01 1.237355425E+00 1.230466124E+00 1.224550183E+00 1.219718054E+00
1.083333839E+01 1.239039451E+00 1.232911303E+00 1.227799208E+00 1.223775456E+00
1.100000000E+01 1.241305012E+00 1.236108261E+00 1.231927728E+00 1.228790515E+00
1.116672606E+01 1.244253445E+00 1.240119868E+00 1.236930133E+00 1.234671727E+00
1.133324570E+01 1.247932667E+00 1.244909284E+00 1.242665936E+00 1.241177623E+00
1.149996187E+01 1.252297907E+00 1.250312975E+00 1.248864090E+00 1.247959341E+00
1.166670514E+01 1.257192882E+00 1.256060657E+00 1.255185823E+00 1.254655487E+00
1.183333839E+01 1.262373508E+00 1.261844957E+00 1.261320212E+00 1.260988880E+00
1.200000000E+01 1.267574317E+00 1.267408466E+00 1.267060330E+00 1.266813970E+00
1.216672606E+01 1.272583564E+00 1.272600388E+00 1.272323782E+00 1.272104716E+00
1.233324570E+01 1.277287212E+00 1.277380328E+00 1.277125611E+00 1.276911353E+00
1.249996187E+01 1.281666846E+00 1.281786300E+00 1.281535336E+00 1.281319334E+00
1.266670514E+01 1.285768737E+00 1.285895436E+00 1.285643318E+00 1.285411824E+00
1.283333839E+01 1.289669556E+00 1.289796992E+00 1.289579776E+00 1.289425736E+00
1.300000000E+01 1.293453363E+00 1.293603025E+00 1.293444019E+00 1.293256790E+00
