N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.230354400E+00 1.226500104E+00 1.223444771E+00 1.220879529E+00
1.016672606E+01 1.230631391E+00 1.226910904E+00 1.224015291E+00 1.221667503E+00
1.033324570E+01 1.231026652E+00 1.227489793E+00 1.224808216E+00 1.222724465E+00
1.049996187E+01 1.231583953E+00 1.228292028E+00 1.225886694E+00 1.224104062E+00
1.066670514E+01 1.232357061E+00 1.229379188E+00 1.227332895E+00 1.225876772E+00
1.083333839E+01 1.233406410E+00 1.230810624E+00 1.229153574E+00 1.228066516E+00
1.100000000E+01 1.234791682E+00 1.232630229E+00 1.231379923E+00 1.230653075E+00
1.116672606E+01 1.236560000E+00 1.234852392E+00 1.233989781E+00 1.233571800E+00
1.133324570E+01 1.238733424E+00 1.237454951E+00 1.236928292E+00 1.236744456E+00
1.149996187E+01 1.241302337E+00 1.240385982E+00 1.240103441E+00 1.240067266E+00
1.166670514E+01 1.244242225E+00 1.243583047E+00 1.243456713E+00 1.243525872E+00
1.183333839E+01 1.247465461E+00 1.246995220E+00 1.246952949E+00 1.247039348E+00
1.200000000E+01 1.250951125E+00 1.250597109E+00 1.250589203E+00 1.250707496E+00
1.216672606E+01 1.254702986E+00 1.254391016E+00 1.254407891E+00 1.254528825E+00
1.233324570E+01 1.258670891E+00 1.258399375E+00 1.258430524E+00 1.258548462E+00
1.249996187E+01 1.262924186E+00 1.262653014E+00 1.262695261E+00 1.262805679E+00
1.266670514E+01 1.267455759E+00 1.267180687E+00 1.267234012E+00 1.267351317E+00
1.283333839E+01 1.272282816E+00 1.272007263E+00 1.272093641E+00 1.272210741E+00
1.300000000E+01 1.277418732E+00 1.277148636E+00 1.277236180E+00 1.277348489E+00
