T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.253958956E+00 1.221622853E+00 3.233610300E-02 1.253604247E+00 1.221404341E+00 3.219990600E-02 3.547090000E-04 2.185120000E-04
295 1.254547869E+00 1.061139387E+00 1.934084820E-01 1.254237076E+00 1.060856921E+00 1.933801550E-01 3.107930000E-04 2.824660000E-04
300 1.255986795E+00 1.224944517E+00 3.104227800E-02 1.255711041E+00 1.224745828E+00 3.096521300E-02 2.757540000E-04 1.986890000E-04
305 1.257656286E+00 1.075793512E+00 1.818627740E-01 1.257405288E+00 1.075466449E+00 1.819388390E-01 2.509980000E-04 3.270630000E-04
310 1.259607013E+00 1.229258141E+00 3.034887200E-02 1.259370158E+00 1.229063688E+00 3.030647000E-02 2.368550000E-04 1.944530000E-04
315 1.261075771E+00 1.091634776E+00 1.694409950E-01 1.260842919E+00 1.091261681E+00 1.695812380E-01 2.328520000E-04 3.730950000E-04
320 1.261463451E+00 1.233574793E+00 2.788865800E-02 1.261226608E+00 1.233349803E+00 2.787680500E-02 2.368430000E-04 2.249900000E-04
325 1.259632920E+00 1.105231149E+00 1.544017710E-01 1.259386688E+00 1.104831434E+00 1.545552540E-01 2.462320000E-04 3.997150000E-04
330 1.253866024E+00 1.236603458E+00 1.726256600E-02 1.253611616E+00 1.236311515E+00 1.730010100E-02 2.544080000E-04 2.919430000E-04
335 1.241199256E+00 1.110944507E+00 1.302547490E-01 1.240948832E+00 1.110557912E+00 1.303909200E-01 2.504240000E-04 3.865950000E-04
340 1.217217595E+00 1.234917204E+00 -1.769960900E-02 1.217001760E+00 1.234531783E+00 -1.753002300E-02 2.158350000E-04 3.854210000E-04
