fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 44680 339.9 34.111 1.000000000E+00 5.785371617E+00 7.938388325E-09 1.250912779E+06 1.166322045E+00 6.077806177E-08 5.067079855E-02 
00D2 44814 339.78 34.123 1.000000000E+00 5.454449683E+00 1.742181930E-31 1.011491998E+06 1.116793601E+00 6.122417904E-08 1.537264525E-01 
00D3 44916 339.9 34.111 1.000000000E+00 6.682992860E+00 5.847078179E-09 1.432781320E+06 1.164660655E+00 6.254658795E-08 9.899169525E-03 
00D4 45124 340.01 34.1 1.000000000E+00 6.269790929E+00 3.998341037E-09 1.395019028E+06 1.153921045E+00 6.340163088E-08 1.245688614E-02 
00D5 45230 340.01 34.1 1.000000000E+00 6.453039570E+00 6.242080237E-09 2.397579945E+06 1.180723727E+00 6.577299601E-08 1.942964338E-02 
00D6 45334 340.01 34.1 1.000000000E+00 6.466361757E+00 3.013940577E-09 1.248798892E+06 1.149802083E+00 6.362388722E-08 2.021159831E-02 
00D7 45426 339.99 34.102 1.000000000E+00 6.155496901E+00 2.626520712E-09 1.190676461E+06 1.146189155E+00 6.301388929E-08 7.002723867E-03 
00D8 45526 340 34.101 1.000000000E+00 6.224499031E+00 6.301389434E-09 1.913905745E+07 1.192628687E+00 6.919029429E-08 1.140035429E-02 
00D9 45632 340 34.101 1.000000000E+00 6.255844141E+00 3.164996759E-09 1.340537267E+06 1.153200512E+00 6.375596603E-08 1.626304957E-02 
0D10 45728 340.03 34.098 1.000000000E+00 6.184917062E+00 5.246216179E-09 9.635925397E+19 1.181465252E+00 6.842374589E-08 1.120259360E-01 
0D11 45824 339.99 34.102 1.000000000E+00 6.007713804E+00 9.869583019E-25 1.061240291E+06 1.131344073E+00 6.372574450E-08 5.356570217E-03 
0D12 45926 340.01 34.1 1.000000000E+00 6.141893715E+00 3.251174131E-09 1.367628356E+06 1.156775938E+00 6.440200868E-08 2.147593667E-02 
0D13 46024 340 34.101 1.000000000E+00 6.032120872E+00 9.998492984E-25 1.094775600E+06 1.131916092E+00 6.375316979E-08 1.858812013E-02 
0D14 46124 339.99 34.102 1.000000000E+00 6.072188743E+00 2.543983910E-09 1.440899711E+06 1.152646349E+00 6.478388632E-08 1.147016408E-02 
0D15 46222 340 34.101 1.000000000E+00 6.107388299E+00 4.621263491E-09 9.648904122E+19 1.177131774E+00 6.802538931E-08 1.130527632E-01 
0D16 46326 340.01 34.1 1.000000000E+00 5.764435329E+00 2.545649494E-24 1.300434602E+06 1.138377171E+00 6.593462857E-08 1.842625527E-02 
0D17 46424 340.02 34.099 1.000000000E+00 5.786636367E+00 2.394507087E-09 1.473991931E+06 1.152354424E+00 6.504411337E-08 3.476295345E-03 
0D18 46532 340.04 34.097 1.000000000E+00 5.646907545E+00 6.219896652E-24 1.435910664E+06 1.136608215E+00 6.541453143E-08 4.570585447E-03 
0D19 46628 340.01 34.1 1.000000000E+00 5.774044097E+00 4.215819866E-09 9.590751705E+19 1.171660036E+00 6.749555414E-08 1.073753022E-01 
0D20 46722 339.99 34.102 1.000000000E+00 5.986096989E+00 1.863093625E-24 1.103462190E+06 1.131823970E+00 6.349100155E-08 1.651004937E-02 
0D21 46834 340.03 34.098 1.000000000E+00 5.660051473E+00 2.948628820E-24 1.182032804E+06 1.135326708E+00 6.477753825E-08 5.740871032E-03 
0D22 46928 340.03 34.098 1.000000000E+00 5.668965940E+00 1.856735263E-24 1.109080652E+06 1.133117220E+00 6.415190803E-08 1.350864246E-02 
0D23 47032 340.02 34.099 1.000000000E+00 5.836033683E+00 3.343118860E-09 1.334097899E+06 1.158686160E+00 6.424241391E-08 1.893249087E-02 
0D24 47122 340.01 34.1 1.000000000E+00 5.815607964E+00 3.265189035E-09 1.345352745E+06 1.157516803E+00 6.416030105E-08 4.485902126E-02 
0D25 47230 340.03 34.098 1.000000000E+00 5.863772097E+00 4.685919943E-09 2.009029121E+06 1.172764253E+00 6.559913328E-08 6.228074577E-03 
