fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 44664 340.03 34.098 1.104483163E+00 5.675224032E+00 6.027661739E-08 1.700239565E+06 1.462421687E-04 2.550136131E-01 1.462421687E-04 6.367028181E-01 2.374503180E-05 1.900265711E-01 1.249655051E-04 7.561578438E-02 
00L2 44794 339.8 34.121 1.103810110E+00 5.573362542E+00 5.557238167E-08 1.587207617E+05 1.525861128E-04 2.569491283E-01 1.524837413E-04 6.397464406E-01 2.506562662E-05 1.924359789E-01 1.302593558E-04 4.429575883E-02 
00L3 44896 339.9 34.111 1.125827607E+00 6.500539013E+00 6.706903340E-08 8.244139736E+19 1.567411196E-04 2.580869564E-01 1.565837978E-04 6.399102428E-01 2.586020362E-05 1.930756474E-01 1.339301790E-04 1.369530805E-01 
00L4 44972 339.95 34.106 1.073432213E+00 7.007025670E+00 4.029056087E-08 1.729325831E+04 1.620404710E-04 2.587832832E-01 1.588468269E-04 6.406558198E-01 2.633537689E-05 1.938656778E-01 1.358362636E-04 4.556480873E-02 
00L5 45106 340.01 34.1 1.130576017E+00 6.221759749E+00 6.730462237E-08 7.641551313E+18 1.637118087E-04 2.600573219E-01 1.635673762E-04 6.416084959E-01 2.729203247E-05 1.952737137E-01 1.397562774E-04 3.874367010E-01 
00L6 45208 340.01 34.1 1.057850136E+00 6.783219379E+00 3.317747319E-08 1.189795233E+04 1.704566745E-04 2.608694500E-01 1.658485445E-04 6.431272294E-01 2.782478290E-05 1.959525084E-01 1.419821195E-04 1.796018384E-01 
00L7 45310 340.01 34.1 1.136580343E+00 6.310480357E+00 6.913431657E-08 3.809743186E+19 1.678211333E-04 2.614494408E-01 1.675861124E-04 6.427510429E-01 2.816232679E-05 1.964643967E-01 1.433385955E-04 4.694542420E-01 
00L8 45410 340 34.101 1.066072355E+00 6.526298107E+00 3.555402872E-08 1.416558584E+04 1.727716389E-04 2.617141239E-01 1.690644059E-04 6.436838122E-01 2.848078340E-05 1.969024714E-01 1.446320066E-04 2.605444897E-02 
00L9 45506 339.99 34.102 1.076979908E+00 6.474011799E+00 3.927791995E-08 2.183198452E+04 1.727228434E-04 2.622714012E-01 1.701059983E-04 6.429471352E-01 2.868440397E-05 1.964936253E-01 1.459735219E-04 5.418947785E-02 
0L10 45608 339.99 34.102 1.130423637E+00 6.376938604E+00 6.474348359E-08 2.381033841E+17 1.712875535E-04 2.624848656E-01 1.712875535E-04 6.423908578E-01 2.888214379E-05 1.977543289E-01 1.460477650E-04 1.403169611E-01 
0L11 45712 340.03 34.098 1.104795008E+00 6.378421464E+00 5.128095392E-08 4.982225636E+04 1.731525980E-04 2.619791637E-01 1.722845609E-04 6.458688647E-01 2.915126872E-05 1.977081045E-01 1.474291471E-04 5.625834224E-02 
0L12 45808 340.01 34.1 1.095570715E+00 6.315870506E+00 4.659498299E-08 2.513053718E+04 1.750982234E-04 2.629666939E-01 1.729473762E-04 6.429998308E-01 2.924324634E-05 1.976443804E-01 1.479569922E-04 5.000335731E-02 
0L13 45908 340 34.101 1.198489443E+00 5.963110487E+00 1.155220099E-07 4.301809837E+04 1.898108911E-04 2.631773979E-01 1.898108911E-04 5.877067961E-01 2.935826792E-05 1.979670530E-01 1.483011319E-04 3.378899488E-01 
0L14 46010 340 34.101 1.110707255E+00 6.353231370E+00 5.364849687E-08 8.172546557E+04 1.740987314E-04 2.632249367E-01 1.735083129E-04 6.436464925E-01 2.939643896E-05 1.978487902E-01 1.485819583E-04 4.661003245E-02 
0L15 46106 340.01 34.1 1.112208892E+00 6.206691490E+00 5.440791740E-08 1.132728480E+05 1.741022960E-04 2.632944519E-01 1.738252810E-04 6.440275066E-01 2.947535636E-05 1.983184277E-01 1.486214568E-04 4.440961770E-02 
0L16 46206 340.02 34.099 1.105029123E+00 6.175010405E+00 5.100665128E-08 1.232421738E+05 1.739340245E-04 2.632963982E-01 1.737062891E-04 6.444281127E-01 2.947371899E-05 1.976439835E-01 1.491308545E-04 2.335503644E-02 
0L17 46308 340 34.101 1.108418870E+00 6.104400561E+00 5.193949285E-08 8.199099099E+04 1.742888086E-04 2.633396431E-01 1.737067698E-04 6.455287750E-01 2.952899003E-05 1.983696657E-01 1.488595519E-04 2.248704525E-02 
0L18 46406 340.01 34.1 1.107829902E+00 5.876097160E+00 5.133205587E-08 5.417531328E+04 1.750560391E-04 2.635055687E-01 1.741229883E-04 6.424261088E-01 2.947603695E-05 1.976533079E-01 1.491359654E-04 2.498194594E-02 
0L19 46510 340.02 34.099 1.102934729E+00 5.877295912E+00 4.874322705E-08 3.410838647E+04 1.757907325E-04 2.634497143E-01 1.742430437E-04 6.443645508E-01 2.957909081E-05 1.979321781E-01 1.494392243E-04 1.873050262E-02 
0L20 46608 340 34.101 1.104551644E+00 5.839354830E+00 5.034006561E-08 4.378399973E+04 1.754147472E-04 2.633617409E-01 1.742667853E-04 6.454338135E-01 2.962231651E-05 1.982744602E-01 1.493943557E-04 3.238138531E-02 
0L21 46706 340.01 34.1 1.124095075E+00 6.008452643E+00 6.042973123E-08 2.100054983E+05 1.747366538E-04 2.634316265E-01 1.747366538E-04 6.425247083E-01 2.957615824E-05 1.981809561E-01 1.492375806E-04 7.539217854E-02 
0L22 46806 340.01 34.1 1.119702237E+00 5.862497724E+00 5.788411826E-08 2.565100114E+05 1.743173158E-04 2.634426949E-01 1.743059743E-04 6.448238402E-01 2.961007577E-05 1.982456038E-01 1.493619084E-04 5.212443282E-02 
0L23 46912 340.03 34.098 1.142258797E+00 5.611260448E+00 7.056604399E-08 6.437788062E+19 1.743206729E-04 2.638858788E-01 1.743206729E-04 6.396468827E-01 2.942424526E-05 1.983803391E-01 1.484692648E-04 1.834818799E-01 
0L24 47006 340.02 34.099 1.113534310E+00 5.866246842E+00 5.492476297E-08 1.537988512E+05 1.743648158E-04 2.634848179E-01 1.743199972E-04 6.431520630E-01 2.954040692E-05 1.978306273E-01 1.493205309E-04 4.463418295E-02 
0L25 47106 340.01 34.1 1.112911962E+00 5.866914345E+00 5.466038016E-08 1.441786109E+05 1.741214356E-04 2.633295219E-01 1.741214356E-04 6.436653593E-01 2.951290276E-05 1.981941935E-01 1.489086300E-04 4.237881527E-02 
0L26 47206 340.02 34.099 1.112564758E+00 5.834766285E+00 5.398427867E-08 6.406800510E+04 1.747987061E-04 2.633931934E-01 1.741030073E-04 6.439076446E-01 2.952802512E-05 1.986993689E-01 1.486044227E-04 4.111234888E-02 
