fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 8:33 299.7 38.69 1.000E+000 1.451E+000 6.364E-011 6.948E+002 2.919E+000 6.071E-006 1.816E-004 1.118E-001 1.812E-004 5.274E-006 2.602E-001 5.730E-002 9.189E-005 3.040E-003 
00L2 8:55 302.4 38.34 1.000E+000 1.424E+000 9.859E-011 7.078E+002 2.856E+000 6.185E-006 1.836E-004 1.141E-001 1.832E-004 5.462E-006 2.613E-001 5.860E-002 9.305E-005 1.286E-003 
00L3 9:14 304.9 38.03 1.000E+000 1.446E+000 1.530E-010 7.197E+002 2.846E+000 6.901E-006 1.819E-004 1.133E-001 1.815E-004 5.397E-006 2.623E-001 5.830E-002 9.242E-005 1.592E-003 
00L4 9:36 307.6 37.69 1.000E+000 1.467E+000 2.347E-010 7.323E+002 2.797E+000 7.382E-006 1.840E-004 1.148E-001 1.836E-004 5.560E-006 2.639E-001 5.930E-002 9.360E-005 1.004E-003 
00L5 9:52 309.9 37.41 1.000E+000 1.430E+000 3.307E-010 7.428E+002 2.784E+000 8.062E-006 1.822E-004 1.137E-001 1.818E-004 5.477E-006 2.649E-001 5.880E-002 9.299E-005 1.734E-003 
00L6 10:19 312.8 37.07 1.000E+000 1.434E+000 5.138E-010 7.557E+002 2.720E+000 8.430E-006 1.845E-004 1.152E-001 1.841E-004 5.652E-006 2.666E-001 5.980E-002 9.435E-005 4.549E-003 
00L7 10:38 315.2 36.78 1.000E+000 1.431E+000 7.369E-010 7.659E+002 2.735E+000 9.952E-006 1.834E-004 1.132E-001 1.830E-004 5.551E-006 2.681E-001 5.890E-002 9.409E-005 1.382E-003 
00L8 11:3 317.4 36.53 1.000E+000 1.485E+000 1.038E-009 7.748E+002 2.711E+000 1.055E-005 1.876E-004 1.150E-001 1.872E-004 5.805E-006 2.698E-001 6.010E-002 9.643E-005 7.572E-004 
00L9 11:25 320.1 36.22 1.000E+000 1.539E+000 1.560E-009 7.853E+002 2.706E+000 1.207E-005 1.862E-004 1.128E-001 1.858E-004 5.683E-006 2.712E-001 5.910E-002 9.600E-005 3.926E-002 
0L10 11:49 322.2 35.98 1.000E+000 1.523E+000 2.098E-009 7.929E+002 2.688E+000 1.306E-005 1.861E-004 1.117E-001 1.857E-004 5.649E-006 2.724E-001 5.870E-002 9.607E-005 7.854E-003 
0L11 12:10 325.3 35.64 1.000E+000 1.489E+000 3.180E-009 8.033E+002 2.649E+000 1.446E-005 1.862E-004 1.100E-001 1.858E-004 5.608E-006 2.742E-001 5.800E-002 9.652E-005 1.775E-003 
0L12 12:37 328.3 35.32 1.000E+000 1.491E+000 4.701E-009 8.123E+002 2.619E+000 1.591E-005 1.869E-004 1.086E-001 1.865E-004 5.588E-006 2.758E-001 5.740E-002 9.719E-005 9.943E-003 
0L13 12:53 330.6 35.07 1.000E+000 1.565E+000 6.777E-009 8.184E+002 2.636E+000 1.832E-005 1.881E-004 1.067E-001 1.877E-004 5.549E-006 2.771E-001 5.650E-002 9.804E-005 9.478E-004 
