T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.224652503E+00 1.214612394E+00 1.004010900E-02 1.224647327E+00 1.214602632E+00 1.004469500E-02 5.176000000E-06 9.762000000E-06
290 1.524993176E+01 1.239079942E+00 1.222301385E+00 1.677855700E-02 1.239069512E+00 1.222285459E+00 1.678405300E-02 1.043000000E-05 1.592600000E-05
290 1.549996187E+01 1.252558493E+00 1.230390055E+00 2.216843800E-02 1.252537916E+00 1.230364521E+00 2.217339500E-02 2.057700000E-05 2.553400000E-05
290 1.574996808E+01 1.268556670E+00 1.242473467E+00 2.608320300E-02 1.268516717E+00 1.242433802E+00 2.608291500E-02 3.995300000E-05 3.966500000E-05
290 1.600000000E+01 1.284793390E+00 1.252747369E+00 3.204602100E-02 1.284716746E+00 1.252688912E+00 3.202783400E-02 7.664400000E-05 5.845700000E-05
290 1.624993176E+01 1.302864138E+00 1.259226577E+00 4.363756100E-02 1.302719049E+00 1.259141729E+00 4.357732000E-02 1.450890000E-04 8.484800000E-05
290 1.649996187E+01 1.322787857E+00 1.266369599E+00 5.641825800E-02 1.322517342E+00 1.266246342E+00 5.627100000E-02 2.705150000E-04 1.232570000E-04
290 1.674996808E+01 1.344554364E+00 1.279946565E+00 6.460779900E-02 1.344059492E+00 1.279771470E+00 6.428802200E-02 4.948720000E-04 1.750950000E-04
290 1.700000000E+01 1.369940539E+00 1.299722873E+00 7.021766600E-02 1.369060004E+00 1.299480561E+00 6.957944300E-02 8.805350000E-04 2.423120000E-04
295 1.500000000E+01 1.221114381E+00 1.212567498E+00 8.546883000E-03 1.221109963E+00 1.212558774E+00 8.551189000E-03 4.418000000E-06 8.724000000E-06
295 1.524993176E+01 1.237239813E+00 1.220601101E+00 1.663871200E-02 1.237230774E+00 1.220586882E+00 1.664389200E-02 9.039000000E-06 1.421900000E-05
295 1.549996187E+01 1.251077867E+00 1.228944587E+00 2.213328000E-02 1.251059782E+00 1.228921264E+00 2.213851800E-02 1.808500000E-05 2.332300000E-05
295 1.574996808E+01 1.266831318E+00 1.240409080E+00 2.642223800E-02 1.266795671E+00 1.240373029E+00 2.642264200E-02 3.564700000E-05 3.605100000E-05
295 1.600000000E+01 1.282766312E+00 1.251223871E+00 3.154244100E-02 1.282696784E+00 1.251169448E+00 3.152733600E-02 6.952800000E-05 5.442300000E-05
295 1.624993176E+01 1.300588493E+00 1.258037322E+00 4.255117100E-02 1.300454447E+00 1.257957917E+00 4.249653000E-02 1.340460000E-04 7.940500000E-05
295 1.649996187E+01 1.320214260E+00 1.265032689E+00 5.518157100E-02 1.319959432E+00 1.264916923E+00 5.504250900E-02 2.548280000E-04 1.157660000E-04
295 1.674996808E+01 1.341863146E+00 1.278151104E+00 6.371204200E-02 1.341387271E+00 1.277985727E+00 6.340154400E-02 4.758750000E-04 1.653770000E-04
295 1.700000000E+01 1.367464892E+00 1.297700161E+00 6.976473100E-02 1.366601216E+00 1.297471144E+00 6.913007200E-02 8.636760000E-04 2.290170000E-04
300 1.500000000E+01 1.215358817E+00 1.210835705E+00 4.523112000E-03 1.215355060E+00 1.210827941E+00 4.527119000E-03 3.757000000E-06 7.764000000E-06
300 1.524993176E+01 1.235355135E+00 1.219779479E+00 1.557565600E-02 1.235347307E+00 1.219766756E+00 1.558055100E-02 7.828000000E-06 1.272300000E-05
300 1.549996187E+01 1.250185433E+00 1.228044888E+00 2.214054500E-02 1.250169639E+00 1.228024074E+00 2.214556500E-02 1.579400000E-05 2.081400000E-05
300 1.574996808E+01 1.265966938E+00 1.239607023E+00 2.635991500E-02 1.265935500E+00 1.239574079E+00 2.636142100E-02 3.143800000E-05 3.294400000E-05
300 1.600000000E+01 1.281711132E+00 1.250597084E+00 3.111404800E-02 1.281648912E+00 1.250546910E+00 3.110200200E-02 6.222000000E-05 5.017400000E-05
300 1.624993176E+01 1.299011354E+00 1.257630715E+00 4.138063900E-02 1.298889434E+00 1.257557130E+00 4.133230400E-02 1.219200000E-04 7.358500000E-05
300 1.649996187E+01 1.318411620E+00 1.264164073E+00 5.424754700E-02 1.318175330E+00 1.264058815E+00 5.411651500E-02 2.362900000E-04 1.052580000E-04
300 1.674996808E+01 1.339838325E+00 1.276897619E+00 6.294070600E-02 1.339388437E+00 1.276746692E+00 6.264174500E-02 4.498880000E-04 1.509270000E-04
300 1.700000000E+01 1.365548053E+00 1.296786951E+00 6.876110200E-02 1.364711055E+00 1.296573890E+00 6.813716500E-02 8.369980000E-04 2.130610000E-04
305 1.500000000E+01 1.204393600E+00 1.208714433E+00 -4.320833000E-03 1.204390396E+00 1.208707456E+00 -4.317060000E-03 3.204000000E-06 6.977000000E-06
305 1.524993176E+01 1.232430152E+00 1.219388567E+00 1.304158500E-02 1.232423332E+00 1.219377100E+00 1.304623200E-02 6.820000000E-06 1.146700000E-05
