T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.223986476E+00 1.214975415E+00 9.011061000E-03 1.223981225E+00 1.214965221E+00 9.016004000E-03 5.251000000E-06 1.019400000E-05
290 1.524993176E+01 1.239534769E+00 1.222611663E+00 1.692310600E-02 1.239524186E+00 1.222595284E+00 1.692890200E-02 1.058300000E-05 1.637900000E-05
290 1.549996187E+01 1.253481744E+00 1.230507427E+00 2.297431700E-02 1.253460880E+00 1.230481359E+00 2.297952100E-02 2.086400000E-05 2.606800000E-05
290 1.574996808E+01 1.268297368E+00 1.242353975E+00 2.594339300E-02 1.268256873E+00 1.242313856E+00 2.594301700E-02 4.049500000E-05 4.011900000E-05
290 1.600000000E+01 1.284432887E+00 1.252557155E+00 3.187573200E-02 1.284355334E+00 1.252498418E+00 3.185691600E-02 7.755300000E-05 5.873700000E-05
290 1.624993176E+01 1.302246181E+00 1.259038748E+00 4.320743300E-02 1.302099763E+00 1.258953717E+00 4.314604600E-02 1.464180000E-04 8.503100000E-05
290 1.649996187E+01 1.322626954E+00 1.266160521E+00 5.646643300E-02 1.322354798E+00 1.266037136E+00 5.631766200E-02 2.721560000E-04 1.233850000E-04
290 1.674996808E+01 1.345400253E+00 1.279636623E+00 6.576363000E-02 1.344904262E+00 1.279461591E+00 6.544267100E-02 4.959910000E-04 1.750320000E-04
290 1.700000000E+01 1.370253479E+00 1.300035988E+00 7.021749100E-02 1.369371792E+00 1.299794232E+00 6.957756000E-02 8.816870000E-04 2.417560000E-04
295 1.500000000E+01 1.220466062E+00 1.212888048E+00 7.578014000E-03 1.220461600E+00 1.212878963E+00 7.582637000E-03 4.462000000E-06 9.085000000E-06
295 1.524993176E+01 1.237276078E+00 1.220786219E+00 1.648985900E-02 1.237266910E+00 1.220771588E+00 1.649532200E-02 9.168000000E-06 1.463100000E-05
295 1.549996187E+01 1.251944013E+00 1.229029036E+00 2.291497700E-02 1.251925682E+00 1.229005248E+00 2.292043400E-02 1.833100000E-05 2.378800000E-05
295 1.574996808E+01 1.266566499E+00 1.240205921E+00 2.636057800E-02 1.266530397E+00 1.240169456E+00 2.636094100E-02 3.610200000E-05 3.646500000E-05
295 1.600000000E+01 1.282499339E+00 1.251099584E+00 3.139975500E-02 1.282429010E+00 1.251044886E+00 3.138412400E-02 7.032900000E-05 5.469800000E-05
295 1.624993176E+01 1.299882973E+00 1.257742141E+00 4.214083200E-02 1.299747776E+00 1.257662581E+00 4.208519500E-02 1.351970000E-04 7.956000000E-05
295 1.649996187E+01 1.320147946E+00 1.264891721E+00 5.525622500E-02 1.319891888E+00 1.264775906E+00 5.511598200E-02 2.560580000E-04 1.158150000E-04
295 1.674996808E+01 1.342987983E+00 1.278128522E+00 6.485946100E-02 1.342511396E+00 1.277963292E+00 6.454810400E-02 4.765870000E-04 1.652300000E-04
295 1.700000000E+01 1.367912478E+00 1.298092044E+00 6.982043400E-02 1.367046926E+00 1.297863069E+00 6.918385700E-02 8.655520000E-04 2.289750000E-04
300 1.500000000E+01 1.214790887E+00 1.211188800E+00 3.602087000E-03 1.214787132E+00 1.211180717E+00 3.606415000E-03 3.755000000E-06 8.083000000E-06
300 1.524993176E+01 1.235431488E+00 1.219976957E+00 1.545453100E-02 1.235423575E+00 1.219963819E+00 1.545975600E-02 7.913000000E-06 1.313800000E-05
300 1.549996187E+01 1.250979514E+00 1.227999605E+00 2.297990900E-02 1.250963516E+00 1.227978330E+00 2.298518600E-02 1.599800000E-05 2.127500000E-05
300 1.574996808E+01 1.265748551E+00 1.239423119E+00 2.632543200E-02 1.265716684E+00 1.239389760E+00 2.632692400E-02 3.186700000E-05 3.335900000E-05
300 1.600000000E+01 1.281374868E+00 1.250390625E+00 3.098424300E-02 1.281311950E+00 1.250340191E+00 3.097175900E-02 6.291800000E-05 5.043400000E-05
300 1.624993176E+01 1.298447283E+00 1.257406915E+00 4.104036800E-02 1.298324358E+00 1.257333220E+00 4.099113800E-02 1.229250000E-04 7.369500000E-05
300 1.649996187E+01 1.318495445E+00 1.264146682E+00 5.434876300E-02 1.318258218E+00 1.264041362E+00 5.421685600E-02 2.372270000E-04 1.053200000E-04
300 1.674996808E+01 1.341165082E+00 1.277123900E+00 6.404118200E-02 1.340714337E+00 1.276973194E+00 6.374114300E-02 4.507450000E-04 1.507060000E-04
300 1.700000000E+01 1.365898833E+00 1.297080169E+00 6.881866400E-02 1.365062894E+00 1.296866089E+00 6.819680500E-02 8.359390000E-04 2.140800000E-04
305 1.500000000E+01 1.204095231E+00 1.209156185E+00 -5.060954000E-03 1.204092133E+00 1.209148993E+00 -5.056860000E-03 3.098000000E-06 7.192000000E-06
305 1.524993176E+01 1.232593569E+00 1.219635681E+00 1.295788800E-02 1.232586724E+00 1.219623854E+00 1.296287000E-02 6.845000000E-06 1.182700000E-05
305 1.549996187E+01 1.250377114E+00 1.228067258E+00 2.230985600E-02 1.250363151E+00 1.228048005E+00 2.231514600E-02 1.396300000E-05 1.925300000E-05
305 1.574996808E+01 1.265606645E+00 1.239431733E+00 2.617491200E-02 1.265578680E+00 1.239401354E+00 2.617732600E-02 2.796500000E-05 3.037900000E-05
305 1.600000000E+01 1.281151679E+00 1.250228028E+00 3.092365100E-02 1.281095903E+00 1.250182624E+00 3.091327900E-02 5.577600000E-05 4.540400000E-05
305 1.624993176E+01 1.298021414E+00 1.257602589E+00 4.041882500E-02 1.297911098E+00 1.257536268E+00 4.037483000E-02 1.103160000E-04 6.632100000E-05
305 1.649996187E+01 1.317742946E+00 1.264898434E+00 5.284451200E-02 1.317526219E+00 1.264801311E+00 5.272490800E-02 2.167270000E-04 9.712300000E-05
305 1.674996808E+01 1.339984374E+00 1.277418732E+00 6.256564200E-02 1.339564731E+00 1.277279325E+00 6.228540600E-02 4.196430000E-04 1.394070000E-04
305 1.700000000E+01 1.364465955E+00 1.296467931E+00 6.799802400E-02 1.363671932E+00 1.296274225E+00 6.739770700E-02 7.940230000E-04 1.937060000E-04
310 1.500000000E+01 1.183487651E+00 1.205743424E+00 -2.225577300E-02 1.183485225E+00 1.205736843E+00 -2.225161800E-02 2.426000000E-06 6.581000000E-06
310 1.524993176E+01 1.226996662E+00 1.219360289E+00 7.636373000E-03 1.226990705E+00 1.219349486E+00 7.641219000E-03 5.957000000E-06 1.080300000E-05
310 1.549996187E+01 1.249396142E+00 1.228648944E+00 2.074719800E-02 1.249383867E+00 1.228631415E+00 2.075245200E-02 1.227500000E-05 1.752900000E-05
310 1.574996808E+01 1.265932329E+00 1.240120800E+00 2.581152900E-02 1.265907743E+00 1.240093080E+00 2.581466300E-02 2.458600000E-05 2.772000000E-05
310 1.600000000E+01 1.281840279E+00 1.251264353E+00 3.057592600E-02 1.281791167E+00 1.251222768E+00 3.056839900E-02 4.911200000E-05 4.158500000E-05
310 1.624993176E+01 1.298393307E+00 1.258993856E+00 3.939945100E-02 1.298295116E+00 1.258932915E+00 3.936220100E-02 9.819100000E-05 6.094100000E-05
310 1.649996187E+01 1.316778769E+00 1.266409162E+00 5.036960700E-02 1.316582950E+00 1.266319909E+00 5.026304100E-02 1.958190000E-04 8.925300000E-05
310 1.674996808E+01 1.339516366E+00 1.278591990E+00 6.092437600E-02 1.339131131E+00 1.278463250E+00 6.066788100E-02 3.852350000E-04 1.287400000E-04
310 1.700000000E+01 1.363781323E+00 1.297402606E+00 6.637871700E-02 1.363038228E+00 1.297224422E+00 6.581380600E-02 7.430950000E-04 1.781840000E-04
315 1.500000000E+01 1.145277147E+00 1.198052835E+00 -5.277568800E-02 1.145275551E+00 1.198046573E+00 -5.277102200E-02 1.596000000E-06 6.262000000E-06
315 1.524993176E+01 1.215693026E+00 1.218064072E+00 -2.371046000E-03 1.215687812E+00 1.218053996E+00 -2.366184000E-03 5.214000000E-06 1.007600000E-05
315 1.549996187E+01 1.247015194E+00 1.229294228E+00 1.772096600E-02 1.247004238E+00 1.229278153E+00 1.772608500E-02 1.095600000E-05 1.607500000E-05
