Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.214860841E+00 1.163984856E+00 5.087598500E-02 1.181083034E+00 1.138429253E+00 4.265378100E-02
1.468000E+10 1.214900221E+00 1.164180006E+00 5.072021500E-02 1.190621159E+00 1.145797230E+00 4.482392900E-02
2.154000E+10 1.214957880E+00 1.164461097E+00 5.049678300E-02 1.197768135E+00 1.151422394E+00 4.634574100E-02
3.162000E+10 1.215041721E+00 1.164865808E+00 5.017591300E-02 1.203005761E+00 1.155707417E+00 4.729834400E-02
4.642000E+10 1.215163088E+00 1.165445482E+00 4.971760600E-02 1.206802251E+00 1.159051933E+00 4.775031800E-02
6.813000E+10 1.215337656E+00 1.166261841E+00 4.907581500E-02 1.209561501E+00 1.161812668E+00 4.774883300E-02
1.000000E+11 1.215587596E+00 1.167393607E+00 4.819398900E-02 1.211611584E+00 1.164299754E+00 4.731183000E-02
1.468000E+11 1.215939864E+00 1.168926473E+00 4.701339100E-02 1.213209166E+00 1.166772298E+00 4.643686800E-02
2.154000E+11 1.216429317E+00 1.170102638E+00 4.632667900E-02 1.214556089E+00 1.169433304E+00 4.512278500E-02
3.162000E+11 1.217093193E+00 1.171177948E+00 4.591524500E-02 1.215808789E+00 1.170726095E+00 4.508269400E-02
4.642000E+11 1.217966706E+00 1.172663104E+00 4.530360200E-02 1.217085839E+00 1.172286076E+00 4.479976300E-02
6.813000E+11 1.219070842E+00 1.176905363E+00 4.216547900E-02 1.218466333E+00 1.176398334E+00 4.206799900E-02
1.000000E+12 1.220400641E+00 1.180502385E+00 3.989825600E-02 1.219985488E+00 1.180143846E+00 3.984164200E-02
1.468000E+12 1.222029547E+00 1.182484538E+00 3.954500900E-02 1.221743913E+00 1.182233361E+00 3.951055200E-02
2.154000E+12 1.224245148E+00 1.185620878E+00 3.862427000E-02 1.224048439E+00 1.185444162E+00 3.860427700E-02
3.162000E+12 1.225548596E+00 1.189570080E+00 3.597851600E-02 1.225413822E+00 1.189411367E+00 3.600245500E-02
4.642000E+12 1.230475183E+00 1.193606937E+00 3.686824600E-02 1.230380082E+00 1.193451716E+00 3.692836600E-02
6.813000E+12 1.231941818E+00 1.198500547E+00 3.344127100E-02 1.231876296E+00 1.198348099E+00 3.352819700E-02
1.000000E+13 1.233138711E+00 1.201440032E+00 3.169867900E-02 1.233099068E+00 1.201396203E+00 3.170286500E-02
