T d154 d184 d214 d244
d 150 180 210 240
290 2.240890400E-02 2.147536000E-02 2.235188800E-02 2.245484100E-02
295 2.126520600E-02 2.017600200E-02 2.085898100E-02 2.061007000E-02
300 1.915347300E-02 1.761606800E-02 1.781276600E-02 1.744072800E-02
305 1.401603300E-02 1.161492500E-02 1.105394200E-02 9.862480000E-03
310 3.587934000E-03 -3.581960000E-04 -2.353941000E-03 -4.568164000E-03
315 -1.642127100E-02 -2.314367200E-02 -2.774580100E-02 -3.193970200E-02
320 -5.373701900E-02 -6.506411400E-02 -7.362024900E-02 -8.118273100E-02
325 -1.166910160E-01 -1.343093400E-01 -1.479233410E-01 -1.594091130E-01
330 -1.872622930E-01 -1.811197090E-01 -1.755165210E-01 -1.699631950E-01
335 -1.611308200E-01 -1.506359030E-01 -1.411553220E-01 -1.322071330E-01
340 -1.051778150E-01 -8.745377800E-02 -7.189857600E-02 -5.780897900E-02
