T nFsrh nFBsrh dnsrh nF nFB dn
290 1.177223098E+00 1.174239727E+0 2.983371000E-03 1.177223098E+00 1.174239727E+0 2.983371000E-03
295 1.184674391E+00 1.178738298E+0 5.936093000E-03 1.184674391E+00 1.178738298E+0 5.936093000E-03
300 1.182056555E+00 1.183237489E+0 -1.180934000E-03 1.182056555E+00 1.183237489E+0 -1.180934000E-03
305 1.189085726E+00 1.187687387E+0 1.398339000E-03 1.189085726E+00 1.187687387E+0 1.398339000E-03
310 1.195733808E+00 1.191976766E+0 3.757042000E-03 1.195733808E+00 1.191976766E+0 3.757042000E-03
315 1.196412330E+00 1.195862546E+0 5.497840000E-04 1.196412330E+00 1.195862546E+0 5.497840000E-04
320 1.198332524E+00 1.198828126E+0 -4.956020000E-04 1.198332524E+00 1.198828126E+0 -4.956020000E-04
325 1.202669779E+00 1.199823651E+0 2.846128000E-03 1.202669779E+00 1.199823651E+0 2.846128000E-03
330 1.189810593E+00 1.196880460E+0 -7.069867000E-03 1.189810593E+00 1.196880460E+0 -7.069867000E-03
335 1.180668566E+00 1.186848424E+0 -6.179858000E-03 1.180668566E+00 1.186848424E+0 -6.179858000E-03
340 1.161896980E+00 1.166194662E+0 -4.297682000E-03 1.161896980E+00 1.166194662E+0 -4.297682000E-03
