T nFsrh nFBsrh dnsrh nF nFB dn
290 1.164764845E+00 1.162130112E+0 2.634733000E-03 1.164764845E+00 1.162130112E+0 2.634733000E-03
295 1.168416029E+00 1.165233320E+0 3.182709000E-03 1.168416029E+00 1.165233320E+0 3.182709000E-03
300 1.168095369E+00 1.168242524E+0 -1.471550000E-04 1.168095369E+00 1.168242524E+0 -1.471550000E-04
305 1.173437835E+00 1.171001407E+0 2.436428000E-03 1.173437835E+00 1.171001407E+0 2.436428000E-03
310 1.176395154E+00 1.173136339E+0 3.258815000E-03 1.176395154E+00 1.173136339E+0 3.258815000E-03
315 1.176100931E+00 1.173801043E+0 2.299888000E-03 1.176100931E+00 1.173801043E+0 2.299888000E-03
320 1.166176702E+00 1.171237222E+0 -5.060520000E-03 1.166176702E+00 1.171237222E+0 -5.060520000E-03
325 1.156788216E+00 1.162343391E+0 -5.555175000E-03 1.156788216E+00 1.162343391E+0 -5.555175000E-03
330 1.137089567E+00 1.143320971E+0 -6.231404000E-03 1.137089567E+00 1.143320971E+0 -6.231404000E-03
335 1.117222618E+00 1.113201488E+0 4.021130000E-03 1.117222618E+00 1.113201488E+0 4.021130000E-03
340 1.102870719E+00 1.078036893E+0 2.483382600E-02 1.102870719E+00 1.078036893E+0 2.483382600E-02
