T nFsrh nFBsrh dnsrh nF nFB dn
290 1.164886839E+00 1.162656797E+0 2.230042000E-03 1.164886839E+00 1.162656797E+0 2.230042000E-03
295 1.170186648E+00 1.165772346E+0 4.414302000E-03 1.170186648E+00 1.165772346E+0 4.414302000E-03
300 1.168325970E+00 1.168798579E+0 -4.726090000E-04 1.168325970E+00 1.168798579E+0 -4.726090000E-04
305 1.173769851E+00 1.171588118E+0 2.181733000E-03 1.173769851E+00 1.171588118E+0 2.181733000E-03
310 1.177141774E+00 1.173790909E+0 3.350865000E-03 1.177141774E+00 1.173790909E+0 3.350865000E-03
315 1.176682439E+00 1.174617597E+0 2.064842000E-03 1.176682439E+00 1.174617597E+0 2.064842000E-03
320 1.172360177E+00 1.172428400E+0 -6.822300000E-05 1.172360177E+00 1.172428400E+0 -6.822300000E-05
325 1.157675046E+00 1.164299758E+0 -6.624712000E-03 1.157675046E+00 1.164299758E+0 -6.624712000E-03
330 1.141215788E+00 1.146493703E+0 -5.277915000E-03 1.141215788E+00 1.146493703E+0 -5.277915000E-03
335 1.120706273E+00 1.117570991E+0 3.135282000E-03 1.120706273E+00 1.117570991E+0 3.135282000E-03
340 1.103586874E+00 1.082684455E+0 2.090241900E-02 1.103586874E+00 1.082684455E+0 2.090241900E-02
