T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.661732E-1 4.439100E+0 3.619220E-1 7.381000E+1 2.182137E-1 6.240900E+0 3.814520E-1 7.497680E+1 2.3848411E+01 2.8870836E+01 5.1199102E+00 1.5562147E+00
295 1.703069E-1 4.307100E+0 3.469490E-1 7.289350E+1 2.249841E-1 6.122000E+0 3.670750E-1 7.412910E+1 2.4302695E+01 2.9645541E+01 5.4828032E+00 1.6668218E+00
300 1.744574E-1 4.165400E+0 3.320200E-1 7.191180E+1 2.314257E-1 5.975300E+0 3.526330E-1 7.321930E+1 2.4616238E+01 3.0289693E+01 5.8454541E+00 1.7857314E+00
305 1.786447E-1 4.014600E+0 3.170380E-1 7.088310E+1 2.368725E-1 5.782000E+0 3.378750E-1 7.224560E+1 2.4581916E+01 3.0567278E+01 6.1670736E+00 1.8859280E+00
310 1.828700E-1 3.855200E+0 3.021050E-1 6.978300E+1 2.424748E-1 5.580100E+0 3.231340E-1 7.121870E+1 2.4581853E+01 3.0911632E+01 6.5078265E+00 2.0159031E+00
315 1.870976E-1 3.686700E+0 2.871340E-1 6.862510E+1 2.474304E-1 5.347600E+0 3.082200E-1 7.012040E+1 2.4383746E+01 3.1058793E+01 6.8412173E+00 2.1324750E+00
320 1.914284E-1 3.511600E+0 2.722250E-1 6.738570E+1 2.512647E-1 5.074700E+0 2.929500E-1 6.894200E+1 2.3814049E+01 3.0801821E+01 7.0745861E+00 2.2574048E+00
325 1.958060E-1 3.328700E+0 2.572990E-1 6.607170E+1 2.547939E-1 4.786800E+0 2.775810E-1 6.768150E+1 2.3151221E+01 3.0460851E+01 7.3066961E+00 2.3784934E+00
330 2.001992E-1 3.138200E+0 2.424330E-1 6.465850E+1 2.574040E-1 4.471200E+0 2.619620E-1 6.630860E+1 2.2223742E+01 2.9813026E+01 7.4548980E+00 2.4885158E+00
335 2.047624E-1 2.942800E+0 2.275900E-1 6.314880E+1 2.589668E-1 4.129000E+0 2.459620E-1 6.482280E+1 2.0931023E+01 2.8728506E+01 7.4694465E+00 2.5824247E+00
340 2.094129E-1 2.741600E+0 2.128010E-1 6.152060E+1 2.601289E-1 3.778400E+0 2.298970E-1 6.318090E+1 1.9496488E+01 2.7440186E+01 7.4363737E+00 2.6278511E+00
