T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.402149E-1 3.090220E+1 5.244170E-1 7.960780E+1 7.478808E-1 3.157600E+1 5.198740E-1 8.121340E+1 1.0250163E+00 2.1338992E+00 -8.7386559E-01 1.9770136E+00
295 7.408724E-1 2.995120E+1 5.120090E-1 7.895750E+1 7.486593E-1 3.065120E+1 5.075960E-1 8.065750E+1 1.0401126E+00 2.2837605E+00 -8.6939219E-01 2.1076775E+00
300 7.414893E-1 2.899890E+1 4.995530E-1 7.828810E+1 7.493427E-1 2.972060E+1 4.953340E-1 8.007160E+1 1.0480385E+00 2.4282821E+00 -8.5174852E-01 2.2273815E+00
305 7.420782E-1 2.804760E+1 4.869770E-1 7.761360E+1 7.498799E-1 2.877720E+1 4.830050E-1 7.945230E+1 1.0403933E+00 2.5353405E+00 -8.2235174E-01 2.3142187E+00
310 7.426415E-1 2.709570E+1 4.744080E-1 7.690780E+1 7.503926E-1 2.783620E+1 4.707450E-1 7.880170E+1 1.0329393E+00 2.6602051E+00 -7.7812829E-01 2.4033745E+00
315 7.431792E-1 2.614490E+1 4.618330E-1 7.617440E+1 7.508147E-1 2.688950E+1 4.583930E-1 7.812900E+1 1.0169620E+00 2.7691106E+00 -7.5044776E-01 2.5017599E+00
320 7.437061E-1 2.519610E+1 4.492060E-1 7.542000E+1 7.511186E-1 2.593160E+1 4.459570E-1 7.741570E+1 9.8686146E-01 2.8363078E+00 -7.2854558E-01 2.5779009E+00
325 7.442173E-1 2.425060E+1 4.364910E-1 7.465320E+1 7.513798E-1 2.497370E+1 4.335990E-1 7.665400E+1 9.5324628E-01 2.8954460E+00 -6.6697571E-01 2.6101704E+00
330 7.447145E-1 2.330740E+1 4.237890E-1 7.385060E+1 7.515531E-1 2.400920E+1 4.212380E-1 7.583850E+1 9.0992905E-01 2.9230462E+00 -6.0559589E-01 2.6212280E+00
335 7.452134E-1 2.236800E+1 4.110850E-1 7.301550E+1 7.516283E-1 2.303490E+1 4.087590E-1 7.497510E+1 8.5346707E-01 2.8951721E+00 -5.6903946E-01 2.6136677E+00
340 7.457042E-1 2.143290E+1 3.982990E-1 7.216150E+1 7.516581E-1 2.205910E+1 3.962810E-1 7.405680E+1 7.9210215E-01 2.8387378E+00 -5.0923461E-01 2.5592518E+00
