T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 7.236155E-1 2.945600E+1 5.172550E-1 7.869760E+1 7.387255E-1 3.062450E+1 5.118300E-1 8.099560E+1 2.0454147E+00 3.8155725E+00 -1.0599222E+00 2.8371912E+00
295 7.246019E-1 2.851900E+1 5.043450E-1 7.803810E+1 7.399254E-1 2.971840E+1 4.994970E-1 8.040890E+1 2.0709520E+00 4.0358835E+00 -9.7057640E-01 2.9484298E+00
300 7.255470E-1 2.758030E+1 4.914200E-1 7.735380E+1 7.409788E-1 2.880270E+1 4.870570E-1 7.980830E+1 2.0826237E+00 4.2440466E+00 -8.9578838E-01 3.0754947E+00
305 7.264679E-1 2.664250E+1 4.784000E-1 7.665990E+1 7.417750E-1 2.786570E+1 4.745190E-1 7.916720E+1 2.0635772E+00 4.3896260E+00 -8.1788084E-01 3.1670945E+00
310 7.273654E-1 2.570380E+1 4.653230E-1 7.594350E+1 7.425534E-1 2.693160E+1 4.620920E-1 7.848850E+1 2.0453748E+00 4.5589568E+00 -6.9921141E-01 3.2425132E+00
315 7.282378E-1 2.476600E+1 4.522440E-1 7.519860E+1 7.431797E-1 2.598710E+1 4.496290E-1 7.776980E+1 2.0105366E+00 4.6988698E+00 -5.8159060E-01 3.3061677E+00
320 7.291046E-1 2.383090E+1 4.391250E-1 7.443250E+1 7.435873E-1 2.502360E+1 4.369540E-1 7.701640E+1 1.9476798E+00 4.7663006E+00 -4.9684864E-01 3.3549997E+00
325 7.299582E-1 2.289720E+1 4.259260E-1 7.364640E+1 7.439309E-1 2.405840E+1 4.243840E-1 7.620350E+1 1.8782255E+00 4.8265886E+00 -3.6335017E-01 3.3556201E+00
330 7.307989E-1 2.196650E+1 4.127440E-1 7.282530E+1 7.441164E-1 2.308110E+1 4.117920E-1 7.532470E+1 1.7897066E+00 4.8290593E+00 -2.3118468E-01 3.3181679E+00
335 7.316511E-1 2.103990E+1 3.995480E-1 7.197330E+1 7.441164E-1 2.208700E+1 3.990400E-1 7.438410E+1 1.6751815E+00 4.7407978E+00 -1.2730553E-01 3.2410152E+00
340 7.324976E-1 2.011860E+1 3.862790E-1 7.110340E+1 7.440405E-1 2.108920E+1 3.862580E-1 7.338150E+1 1.5513806E+00 4.6023557E+00 -5.4367806E-03 3.1044609E+00
