cprpf1Mn1.dat - 4.4.2024  :54846000
T=295.39 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 4.4.2024  :54938000
T=295.40 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 4.4.2024  :55032000
T=295.41 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 4.4.2024  :55124000
T=295.41 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 4.4.2024  :55218000
T=295.43 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 4.4.2024  :55312000
T=295.46 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 4.4.2024  :55438000
T=295.46 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 4.4.2024  :55532000
T=295.44 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 4.4.2024  :55626000
T=295.40 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 4.4.2024  :55720000
T=295.38 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 4.4.2024  :55814000
T=295.34 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 4.4.2024  :55908000
T=295.34 f=10000 Vm=0.01 Im=10

cprp0Vn1.dat - 4.4.2024  :56196000
T=295.43 f=1000000 Vm=0.01 Im=10

cprp0V4n1.dat - 4.4.2024  :56448000
T=295.49 f=1000000 Vb=0.4 Vm=0.01 Im=10

rrm1V2n1.dat - 4.4.2024  :56648000
T=295.46 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 4.4.2024  :56788000
T=295.42 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 4.4.2024  :56930000
T=295.38 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 4.4.2024  :57070000
T=295.41 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 4.4.2024  :57212000
T=295.43 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 4.4.2024  :57354000
T=295.49 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 4.4.2024  :57494000
T=295.49 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 4.4.2024  :57636000
T=295.49 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 4.4.2024  :57776000
T=295.46 f=1000000 Vb=0.4 Vm=0.01 Im=10

i1.dat - 5.4.2024  :42006000
T=296.06

d52ci1pr.dat - 5.4.2024  :42006000
T=296.06

d52ci1zv.dat - 5.4.2024  :42006000
T=296.06

i2.dat - 5.4.2024  :42030000
T=296.07

d52ci2pr.dat - 5.4.2024  :42030000
T=296.07

d52ci2zv.dat - 5.4.2024  :42030000
T=296.07

i3.dat - 5.4.2024  :42052000
T=296.08

d52ci3pr.dat - 5.4.2024  :42052000
T=296.08

d52ci3zv.dat - 5.4.2024  :42052000
T=296.08

