fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B107FE100_T 1317912116 0 555 1.021619852E-04 5.820000000E-01 2.378200817E-18 0.000000000E+00 1.300000000E+00 3.469345142E-04 
B107FE101_T 1317912116 0 555 1.195702210E-04 5.820000000E-01 4.393384236E-36 0.000000000E+00 1.300000000E+00 6.072562242E-04 
B107FE102_T 1317912116 0 555 1.279141998E-04 5.820000000E-01 1.987015638E-33 0.000000000E+00 1.300000000E+00 6.959455956E-04 
B107FE103_T 1317912116 0 555 1.424121783E-04 5.820000000E-01 5.307889790E-19 0.000000000E+00 1.300000000E+00 1.523705625E-03 
B107FE140_T 1317912116 0 555 1.061751794E-04 5.820000000E-01 1.434930275E-18 0.000000000E+00 1.300000000E+00 4.954567558E-04 
B107FE141_T 1317912116 0 555 1.213383947E-04 5.820000000E-01 1.234048655E-35 0.000000000E+00 1.300000000E+00 7.046945223E-04 
B107FE142_T 1317912116 0 555 1.296628059E-04 5.820000000E-01 2.174926800E-38 0.000000000E+00 1.300000000E+00 7.796357120E-04 
B107FE210_T 1317912116 0 555 1.096912997E-04 5.820000000E-01 7.286097591E-19 0.000000000E+00 1.300000000E+00 5.167525062E-04 
B107FE211_T 1317912116 0 555 1.229467988E-04 5.820000000E-01 3.170837883E-33 0.000000000E+00 1.300000000E+00 6.954662994E-04 
B107FE212_T 1317912116 0 555 1.316565551E-04 5.820000000E-01 6.391416993E-20 0.000000000E+00 1.300000000E+00 1.121604439E-03 
B107FE310_T 1317912116 0 555 1.122542238E-04 5.820000000E-01 2.104197201E-19 0.000000000E+00 1.300000000E+00 5.446906728E-04 
B107FE311_T 1317912116 0 555 1.244847325E-04 5.820000000E-01 1.254577037E-37 0.000000000E+00 1.300000000E+00 6.881369290E-04 
B107FE312_T 1317912116 0 555 1.342610497E-04 5.820000000E-01 2.173733245E-19 0.000000000E+00 1.300000000E+00 1.122172863E-03 
B107FE460_T 1317912116 0 555 1.150723287E-04 5.820000000E-01 5.059317538E-34 0.000000000E+00 1.300000000E+00 6.481930520E-04 
B107FE461_T 1317912116 0 555 1.254749395E-04 5.820000000E-01 5.311970556E-37 0.000000000E+00 1.300000000E+00 5.496664266E-04 
B107FE462_T 1317912116 0 555 1.366817179E-04 5.820000000E-01 2.730057395E-19 0.000000000E+00 1.300000000E+00 1.348564185E-03 
B107FE680_T 1317912116 0 555 1.177882748E-04 5.820000000E-01 2.216336731E-33 0.000000000E+00 1.300000000E+00 5.528883791E-04 
B107FE681_T 1317912116 0 555 1.266567049E-04 5.820000000E-01 5.333852002E-38 0.000000000E+00 1.300000000E+00 6.310666535E-04 
B107FE682_T 1317912116 0 555 1.406343638E-04 5.820000000E-01 5.808625784E-19 0.000000000E+00 1.300000000E+00 1.530104009E-03 
