Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.153679736E+00 1.130506833E+00 2.317290300E-02 1.147254106E+00 1.129418414E+00 1.783569200E-02
1.468000E+10 1.153690372E+00 1.130514533E+00 2.317583900E-02 1.149253932E+00 1.129770883E+00 1.948304900E-02
2.154000E+10 1.153705852E+00 1.130525877E+00 2.317997500E-02 1.150778209E+00 1.130018196E+00 2.076001300E-02
3.162000E+10 1.153728357E+00 1.130542334E+00 2.318602300E-02 1.151954679E+00 1.130195912E+00 2.175876700E-02
4.642000E+10 1.153761008E+00 1.130566106E+00 2.319490200E-02 1.152906611E+00 1.130329810E+00 2.257680100E-02
6.813000E+10 1.153808134E+00 1.130600658E+00 2.320747600E-02 1.153651492E+00 1.130439483E+00 2.321200900E-02
1.000000E+11 1.153875665E+00 1.130650360E+00 2.322530500E-02 1.153768821E+00 1.130540415E+00 2.322840600E-02
1.468000E+11 1.153971627E+00 1.130721508E+00 2.325011900E-02 1.153898720E+00 1.130646502E+00 2.325221800E-02
2.154000E+11 1.154105280E+00 1.130821482E+00 2.328379800E-02 1.154055562E+00 1.130770311E+00 2.328525100E-02
3.162000E+11 1.154288823E+00 1.130960527E+00 2.332829600E-02 1.154254865E+00 1.130925576E+00 2.332928900E-02
4.642000E+11 1.154533394E+00 1.131148851E+00 2.338454300E-02 1.154510194E+00 1.131124968E+00 2.338522600E-02
6.813000E+11 1.154848106E+00 1.131395633E+00 2.345247300E-02 1.154832237E+00 1.131379299E+00 2.345293800E-02
1.000000E+12 1.155234878E+00 1.131706390E+00 2.352848800E-02 1.155224014E+00 1.131695204E+00 2.352881000E-02
1.468000E+12 1.155685731E+00 1.132077318E+00 2.360841300E-02 1.155678286E+00 1.132069653E+00 2.360863300E-02
2.154000E+12 1.156107627E+00 1.132405334E+00 2.370229300E-02 1.156102540E+00 1.132400053E+00 2.370248700E-02
3.162000E+12 1.156504144E+00 1.132704614E+00 2.379953000E-02 1.156500725E+00 1.132701020E+00 2.379970500E-02
4.642000E+12 1.156802109E+00 1.133124705E+00 2.367740400E-02 1.156800391E+00 1.133122240E+00 2.367815100E-02
6.813000E+12 1.157399930E+00 1.13463223E+00 2.276770000E-02 1.157398730E+00 1.13463223E+00 2.276650000E-02
1.000000E+13 1.16316255E+00 1.13527232E+00 2.789023000E-02 1.16316255E+00 1.13527232E+00 2.789023000E-02
