Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.083155865E+00 1.143035482E+00 -5.987961700E-02 1.081563502E+00 1.139609291E+00 -5.804578900E-02
1.468000E+10 1.083502926E+00 1.143022514E+00 -5.951958800E-02 1.082490184E+00 1.140551484E+00 -5.806130000E-02
2.154000E+10 1.083869512E+00 1.143013406E+00 -5.914389400E-02 1.083184269E+00 1.141386663E+00 -5.820239400E-02
3.162000E+10 1.084401025E+00 1.143040145E+00 -5.863912000E-02 1.083927393E+00 1.141918702E+00 -5.799130900E-02
4.642000E+10 1.085082030E+00 1.143088746E+00 -5.800671600E-02 1.084781654E+00 1.142312722E+00 -5.753106800E-02
6.813000E+10 1.085849861E+00 1.143210107E+00 -5.736024600E-02 1.085641374E+00 1.142669083E+00 -5.702770900E-02
1.000000E+11 1.087397182E+00 1.143378522E+00 -5.598134000E-02 1.087242759E+00 1.142998483E+00 -5.575572400E-02
1.468000E+11 1.088025620E+00 1.143590726E+00 -5.556510600E-02 1.087934758E+00 1.143320707E+00 -5.538594900E-02
2.154000E+11 1.088347306E+00 1.143883475E+00 -5.553616900E-02 1.088284771E+00 1.143688733E+00 -5.540396200E-02
3.162000E+11 1.088780043E+00 1.144276763E+00 -5.549672000E-02 1.088734612E+00 1.144133626E+00 -5.539901400E-02
4.642000E+11 1.091037619E+00 1.144786782E+00 -5.374916300E-02 1.091000473E+00 1.144679274E+00 -5.367880100E-02
6.813000E+11 1.098712248E+00 1.145418318E+00 -4.670607000E-02 1.098677971E+00 1.145335599E+00 -4.665762800E-02
1.000000E+12 1.107382547E+00 1.146157831E+00 -3.877528400E-02 1.107354476E+00 1.146092723E+00 -3.873824700E-02
1.468000E+12 1.113122599E+00 1.146973340E+00 -3.385074100E-02 1.113108578E+00 1.146921018E+00 -3.381244000E-02
2.154000E+12 1.114157560E+00 1.147832427E+00 -3.367486700E-02 1.114147594E+00 1.147786849E+00 -3.363925500E-02
3.162000E+12 1.120509952E+00 1.148945606E+00 -2.843565400E-02 1.120494018E+00 1.148908490E+00 -2.841447200E-02
4.642000E+12 1.129639293E+00 1.149391900E+00 -1.975260700E-02 1.129626606E+00 1.149361472E+00 -1.973486600E-02
6.813000E+12 1.132298050E+00 1.150155267E+00 -1.785721700E-02 1.132293815E+00 1.150130248E+00 -1.783643300E-02
1.000000E+13 1.132795922E+00 1.150929006E+00 -1.813308400E-02 1.132792913E+00 1.150908361E+00 -1.811544800E-02
