N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.778E+15 315 1.500E-4 1.087676880E+00 1.087567591E+00
1.468000E+10 1.778E+15 315 1.500E-4 1.088201078E+00 1.088090626E+00
2.154000E+10 1.778E+15 315 1.500E-4 1.088945818E+00 1.088852803E+00
3.162000E+10 1.778E+15 315 1.500E-4 1.090031400E+00 1.089959765E+00
4.642000E+10 1.778E+15 315 1.500E-4 1.091611844E+00 1.091559583E+00
6.813000E+10 1.778E+15 315 1.500E-4 1.093891840E+00 1.093855198E+00
1.000000E+11 1.778E+15 315 1.500E-4 1.097139823E+00 1.097115114E+00
1.468000E+11 1.778E+15 315 1.500E-4 1.101690952E+00 1.101675105E+00
2.154000E+11 1.778E+15 315 1.500E-4 1.107926266E+00 1.107916998E+00
3.162000E+11 1.778E+15 315 1.500E-4 1.116206783E+00 1.116202460E+00
4.642000E+11 1.778E+15 315 1.500E-4 1.126739921E+00 1.126739386E+00
6.813000E+11 1.778E+15 315 1.500E-4 1.139382873E+00 1.139385289E+00
1.000000E+12 1.778E+15 315 1.500E-4 1.153463348E+00 1.153467993E+00
1.468000E+12 1.778E+15 315 1.500E-4 1.167794342E+00 1.167800502E+00
2.154000E+12 1.778E+15 315 1.500E-4 1.181031851E+00 1.181038775E+00
3.162000E+12 1.778E+15 315 1.500E-4 1.192239695E+00 1.192246701E+00
4.642000E+12 1.778E+15 315 1.500E-4 1.202600489E+00 1.202607086E+00
6.813000E+12 1.778E+15 315 1.500E-4 1.209768284E+00 1.209774218E+00
1.000000E+13 1.778E+15 315 1.500E-4 1.215687814E+00 1.215693025E+00
