T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.197925462E+00 1.213609437E+00 1.225356662E+00 1.236536901E+00 1.250115597E+00 1.264394233E+00 1.280663248E+00 1.299612734E+00 1.321711332E+00
295 1.188661375E+00 1.212052431E+00 1.226069764E+00 1.237826440E+00 1.251241351E+00 1.265027042E+00 1.280838853E+00 1.299171605E+00 1.320592767E+00
300 1.167884857E+00 1.207416649E+00 1.226217500E+00 1.239212847E+00 1.252931003E+00 1.266485709E+00 1.282057721E+00 1.299788234E+00 1.320528733E+00
305 1.125050114E+00 1.195834913E+00 1.224328425E+00 1.240311583E+00 1.254387849E+00 1.268635724E+00 1.283926273E+00 1.301404503E+00 1.321534471E+00
310 1.046283839E+00 1.170988848E+00 1.218474139E+00 1.240296754E+00 1.256218020E+00 1.271215662E+00 1.286498679E+00 1.303817462E+00 1.323664230E+00
315 1.014262137E+00 1.122628905E+00 1.204708459E+00 1.237831771E+00 1.257440645E+00 1.273591755E+00 1.289468190E+00 1.306905438E+00 1.326727063E+00
320 1.015572306E+00 1.039237230E+00 1.177117254E+00 1.230982259E+00 1.257125131E+00 1.275712254E+00 1.292547406E+00 1.310456701E+00 1.330364165E+00
325 1.019054227E+00 1.011920158E+00 1.126356535E+00 1.215959326E+00 1.254210602E+00 1.276781149E+00 1.295366923E+00 1.314104822E+00 1.334616204E+00
330 1.025514200E+00 1.012979161E+00 1.042753075E+00 1.187131948E+00 1.245215270E+00 1.276280037E+00 1.297657101E+00 1.317774356E+00 1.338734202E+00
335 1.035998971E+00 1.015625209E+00 1.009973530E+00 1.136639091E+00 1.229634941E+00 1.272948359E+00 1.298656931E+00 1.320738541E+00 1.342746340E+00
340 1.051554940E+00 1.020420378E+00 1.010715734E+00 1.056696638E+00 1.201165402E+00 1.264883031E+00 1.297759791E+00 1.322719829E+00 1.346292958E+00
