N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.196734330E+00 1.186448791E+00 1.166084789E+00 1.124136207E+00 1.046923225E+00 1.013248182E+00 1.014429461E+00 1.017587986E+00 1.023503502E+00 1.033212202E+00 1.047811972E+00
1.600000000E+01 1.247581600E+00 1.248890564E+00 1.250734618E+00 1.252903046E+00 1.254808692E+00 1.255977652E+00 1.255723128E+00 1.252641164E+00 1.245018976E+00 1.229600911E+00 1.201672448E+00
1.700000000E+01 1.321144094E+00 1.320130253E+00 1.320141507E+00 1.321344970E+00 1.323347721E+00 1.326311125E+00 1.329942549E+00 1.333899448E+00 1.338220132E+00 1.342184125E+00 1.345688429E+00
1.549996187E+01 1.224274369E+00 1.224944742E+00 1.224999742E+00 1.223179953E+00 1.217525095E+00 1.204127328E+00 1.176946631E+00 1.127301294E+00 1.045540634E+00 1.009322239E+00 1.009974966E+00
1.649996187E+01 1.279376652E+00 1.279676608E+00 1.280968033E+00 1.283056232E+00 1.285671560E+00 1.288701271E+00 1.291814576E+00 1.294418235E+00 1.296399896E+00 1.297124253E+00 1.296020029E+00
1.674996808E+01 1.298551066E+00 1.298216955E+00 1.298992445E+00 1.300768909E+00 1.303339129E+00 1.306199452E+00 1.309686472E+00 1.313168570E+00 1.316542709E+00 1.319463501E+00 1.321314060E+00
1.624993176E+01 1.262738247E+00 1.263754880E+00 1.265483230E+00 1.267759749E+00 1.270260431E+00 1.272244107E+00 1.274278036E+00 1.275329108E+00 1.274512077E+00 1.271019913E+00 1.261390957E+00
1.574996808E+01 1.235630323E+00 1.236878649E+00 1.238346772E+00 1.239546153E+00 1.239707344E+00 1.237321756E+00 1.230477734E+00 1.215521298E+00 1.187289723E+00 1.137949341E+00 1.059845179E+00
1.524993176E+01 1.212506850E+00 1.211012857E+00 1.206368802E+00 1.195003960E+00 1.170660870E+00 1.123467263E+00 1.041151127E+00 1.011108991E+00 1.012047908E+00 1.014442521E+00 1.018814151E+00
