fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_300 001_300.dat 300 38.65 1.0000000E+00 9.1725400E+03 9.7196249E-17 1.0000000E+20 1.2092235E+00 2.3729840E-17 4.5752163E-04 
001_300_SRH 001_300_srh.dat 300 38.65 1.0000000E+00 5.6758401E+04 4.0805850E-17 1.0000000E+20 1.2376454E+00 2.2861116E-17 1.3344774E-03 
002_300 002_300.dat 300 38.65 1.0000000E+00 9.4143313E+03 1.1632357E-16 1.0000000E+20 1.2199221E+00 3.4459064E-17 5.5323326E-04 
002_300_SRH 002_300_srh.dat 300 38.65 1.0000000E+00 3.8666031E+04 5.9878336E-17 1.0000000E+20 1.2376494E+00 3.3555380E-17 1.3345783E-03 
003_300 003_300.dat 300 38.65 1.0000000E+00 8.8444222E+03 1.4422937E-16 1.0000000E+20 1.2242586E+00 5.0150080E-17 6.3684229E-04 
003_300_SRH 003_300_srh.dat 300 38.65 1.0000000E+00 2.6339848E+04 8.7853938E-17 1.0000000E+20 1.2376548E+00 4.9252155E-17 1.3347387E-03 
004_300 004_300.dat 300 38.65 1.0000000E+00 8.1475369E+03 1.8547706E-16 1.0000000E+20 1.2310180E+00 7.3135831E-17 7.4703491E-04 
004_300_SRH 004_300_srh.dat 300 38.65 1.0000000E+00 1.7942130E+04 1.2887568E-16 1.0000000E+20 1.2376625E+00 7.2291307E-17 1.3597711E-03 
005_300 005_300.dat 300 38.65 1.0000000E+00 7.0092777E+03 2.4558355E-16 1.0000000E+20 1.2331343E+00 1.0694513E-16 8.3414255E-04 
005_300_SRH 005_300_srh.dat 300 38.65 1.0000000E+00 1.2402161E+04 1.8900670E-16 1.0000000E+20 1.2377325E+00 1.0610633E-16 1.3064596E-03 
006_300 006_300.dat 300 38.65 1.0000000E+00 5.6161992E+03 3.3361186E-16 1.0000000E+20 1.2345754E+00 1.5657291E-16 9.2816807E-04 
006_300_SRH 006_300_srh.dat 300 38.65 1.0000000E+00 8.4466555E+03 2.7707137E-16 1.0000000E+20 1.2377484E+00 1.5573805E-16 1.3081370E-03 
