N x
1.3615555E+0 1.6353173E+21
1.3506121E+0 1.6377407E+21
1.3396121E+0 1.6408351E+21
1.3285301E+0 1.6636661E+21
1.3176538E+0 1.6751048E+21
1.3065380E+0 1.5360181E+21
1.2934502E+0 1.5383865E+21
1.2821625E+0 1.6554082E+21
1.2705799E+0 1.6643293E+21
1.2592120E+0 1.6740188E+21
1.2475516E+0 1.6851091E+21
1.2361263E+0 1.6846318E+21
1.2242394E+0 1.6529921E+21
1.2121395E+0 1.6523106E+21
1.2000050E+0 1.6714999E+21
1.1879422E+0 1.6626591E+21
1.1754265E+0 1.6423606E+21
1.1627986E+0 1.6622925E+21
1.1503174E+0 1.6504367E+21
1.1372263E+0 1.6502859E+21
1.1244590E+0 1.6607881E+21
1.1112306E+0 1.6265246E+21
1.0976003E+0 1.6369273E+21
1.0842192E+0 1.6327835E+21
1.0701746E+0 1.6152259E+21
1.0561403E+0 1.6340611E+21
1.0420496E+0 1.6174312E+21
1.0273341E+0 1.6017082E+21
1.0125519E+0 1.6215156E+21
9.9777222E-1 1.6208866E+21
9.8253355E-1 1.5909245E+21
9.6671216E-1 1.5833433E+21
9.5082229E-1 1.5959145E+21
9.3472252E-1 1.5784798E+21
9.1791338E-1 1.5754365E+21
9.0116000E-1 1.5652675E+21
8.8348617E-1 1.5460965E+21
8.6562301E-1 1.5483121E+21
8.4726119E-1 1.5223504E+21
8.2797204E-1 1.5230444E+21
8.0877381E-1 1.5446427E+21
