N x
1.2302794E+0 2.7463169E+21
1.2230756E+0 2.0209799E+21
1.2106009E+0 1.8789029E+21
1.2017691E+0 1.9944447E+21
1.1903288E+0 1.7572062E+21
1.1785610E+0 1.7697704E+21
1.1670612E+0 2.0417911E+21
1.1582153E+0 1.9398530E+21
1.1454214E+0 1.7939810E+21
1.1346154E+0 1.7590635E+21
1.1210733E+0 1.9667521E+21
1.1126522E+0 2.0277726E+21
1.0995151E+0 1.7330520E+21
1.0871899E+0 1.7278080E+21
1.0736621E+0 1.8744533E+21
1.0631059E+0 1.8654688E+21
1.0491489E+0 1.7198537E+21
1.0362198E+0 1.9269850E+21
1.0248598E+0 1.9221746E+21
1.0115580E+0 1.8920031E+21
9.9951505E-1 1.8398296E+21
9.8513315E-1 1.7376995E+21
9.7116793E-1 1.8490026E+21
9.5811633E-1 1.7616208E+21
9.4237070E-1 1.6682420E+21
9.2725284E-1 1.9328735E+21
9.1533611E-1 2.0162374E+21
9.0091731E-1 1.7824016E+21
8.8508646E-1 1.7454193E+21
8.6950324E-1 1.8451041E+21
8.5484892E-1 1.8362964E+21
8.3855362E-1 1.8325108E+21
8.2328231E-1 1.8209743E+21
8.0614121E-1 1.7758797E+21
7.8938684E-1 1.8374905E+21
7.7267995E-1 1.7608714E+21
7.5366008E-1 1.7675298E+21
7.3628385E-1 1.7813536E+21
7.1659565E-1 1.7807654E+21
6.9828483E-1 1.8370634E+21
6.7872504E-1 1.8020600E+21
