N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+15 295 2.300E-4 2.945730E-1 2.912380E+1 4.925320E-1 8.029360E+1
1.468000E+10 3.162E+15 295 2.300E-4 2.939867E-1 2.901040E+1 4.918150E-1 8.025760E+1
2.154000E+10 3.162E+15 295 2.300E-4 2.931349E-1 2.884860E+1 4.907940E-1 8.020830E+1
3.162000E+10 3.162E+15 295 2.300E-4 2.919032E-1 2.861960E+1 4.893220E-1 8.014780E+1
4.642000E+10 3.162E+15 295 2.300E-4 2.901342E-1 2.828400E+1 4.872510E-1 8.002950E+1
6.813000E+10 3.162E+15 295 2.300E-4 2.876181E-1 2.784910E+1 4.845140E-1 7.993740E+1
1.000000E+11 3.162E+15 295 2.300E-4 2.840878E-1 2.727090E+1 4.810090E-1 7.982780E+1
1.468000E+11 3.162E+15 295 2.300E-4 2.792275E-1 2.650150E+1 4.765270E-1 7.966830E+1
2.154000E+11 3.162E+15 295 2.300E-4 2.727057E-1 2.555490E+1 4.712930E-1 7.953350E+1
3.162000E+11 3.162E+15 295 2.300E-4 2.642432E-1 2.438750E+1 4.652640E-1 7.934590E+1
4.642000E+11 3.162E+15 295 2.300E-4 2.537129E-1 2.304350E+1 4.588210E-1 7.918150E+1
6.813000E+11 3.162E+15 295 2.300E-4 2.412368E-1 2.152340E+1 4.520490E-1 7.894830E+1
1.000000E+12 3.162E+15 295 2.300E-4 2.272142E-1 1.990220E+1 4.451490E-1 7.870870E+1
1.468000E+12 3.162E+15 295 2.300E-4 2.122297E-1 1.825400E+1 4.383240E-1 7.849050E+1
2.154000E+12 3.162E+15 295 2.300E-4 1.968653E-1 1.660860E+1 4.315210E-1 7.820280E+1
3.162000E+12 3.162E+15 295 2.300E-4 1.815313E-1 1.502630E+1 4.246520E-1 7.797030E+1
4.642000E+12 3.162E+15 295 2.300E-4 1.664199E-1 1.349530E+1 4.177500E-1 7.764650E+1
6.813000E+12 3.162E+15 295 2.300E-4 1.515881E-1 1.202860E+1 4.106900E-1 7.728530E+1
1.000000E+13 3.162E+15 295 2.300E-4 1.370795E-1 1.063740E+1 4.032790E-1 7.696950E+1
1.468000E+13 3.162E+15 295 2.300E-4 1.229961E-1 9.311100E+0 3.956040E-1 7.654410E+1
2.154000E+13 3.162E+15 295 2.300E-4 1.094945E-1 8.069800E+0 3.876380E-1 7.605160E+1
3.162000E+13 3.162E+15 295 2.300E-4 9.674488E-2 6.925900E+0 3.793490E-1 7.548700E+1
4.642000E+13 3.162E+15 295 2.300E-4 8.489273E-2 5.887800E+0 3.706520E-1 7.484710E+1
6.813000E+13 3.162E+15 295 2.300E-4 7.403472E-2 4.958900E+0 3.615110E-1 7.411180E+1
1.000000E+14 3.162E+15 295 2.300E-4 6.423241E-2 4.141600E+0 3.518940E-1 7.329300E+1
