T nFsrh nFBsrh dnsrh nF nFB dn
290 1.189094914E+00 1.145901958E+00 4.319295600E-02 1.189042644E+00 1.145863052E+00 4.317959200E-02
295 1.196052649E+00 1.153158189E+00 4.289446000E-02 1.192746754E+00 1.152692324E+00 4.005443000E-02
300 1.195378208E+00 1.159288050E+00 3.609015800E-02 1.195293372E+00 1.158827783E+00 3.646558900E-02
305 1.203704321E+00 1.157443328E+00 4.626099300E-02 1.203594862E+00 1.157359247E+00 4.623561500E-02
310 1.205102619E+00 1.163944347E+00 4.115827200E-02 1.203090754E+00 1.163836695E+00 3.925405900E-02
315 1.209790211E+00 1.170688281E+00 3.910193000E-02 1.209371213E+00 1.170550984E+00 3.882022900E-02
320 1.212264028E+00 1.176850999E+00 3.541302900E-02 1.212104478E+00 1.176678356E+00 3.542612200E-02
325 1.215809723E+00 1.180013962E+00 3.579576100E-02 1.215591929E+00 1.179710896E+00 3.588103300E-02
330 1.222029547E+00 1.182484538E+00 3.954500900E-02 1.221743913E+00 1.182233361E+00 3.951055200E-02
335 1.227677694E+00 1.185804200E+00 4.187349400E-02 1.227331721E+00 1.185656045E+00 4.167567600E-02
340 1.233034489E+00 1.189066380E+00 4.396810900E-02 1.232645450E+00 1.188775561E+00 4.386988900E-02
