T nFsrh nFBsrh dnsrh nF nFB dn
290 1.216130811E+00 1.161270558E+00 5.486025300E-02 1.212009473E+00 1.161197519E+00 5.081195400E-02
295 1.210315852E+00 1.168722756E+00 4.159309600E-02 1.210171910E+00 1.168298994E+00 4.187291600E-02
300 1.219591982E+00 1.165665131E+00 5.392685100E-02 1.217972589E+00 1.165547184E+00 5.242540500E-02
305 1.218057575E+00 1.172925266E+00 4.513230900E-02 1.217832471E+00 1.172771974E+00 4.506049700E-02
310 1.227271578E+00 1.179987524E+00 4.728405400E-02 1.226980677E+00 1.179790321E+00 4.719035600E-02
315 1.232302470E+00 1.181210541E+00 5.109192900E-02 1.225731809E+00 1.180974959E+00 4.475685000E-02
320 1.229566421E+00 1.182791443E+00 4.677497800E-02 1.229152889E+00 1.182501913E+00 4.665097600E-02
325 1.238315678E+00 1.188962712E+00 4.935296600E-02 1.237800287E+00 1.188600836E+00 4.919945100E-02
330 1.242105810E+00 1.193681593E+00 4.842421700E-02 1.241484128E+00 1.193234475E+00 4.824965300E-02
335 1.250162762E+00 1.199011566E+00 5.115119600E-02 1.249396894E+00 1.198460679E+00 5.093621500E-02
340 1.257771284E+00 1.202423473E+00 5.534781100E-02 1.256805183E+00 1.201788501E+00 5.501668200E-02
