name time T kT_1 I
10RV 10rv.dat 300.1 38.63 9.582E-006
11RV 11rv.dat 300 38.65 9.639E-006
12RV 12rv.dat 300 38.65 1.063E-005
13RV 13rv.dat 302.1 38.38 1.090E-005
14RV 14rv.dat 302 38.39 1.090E-005
15RV 15rv.dat 302 38.39 1.120E-005
16RV 16rv.dat 305 38.01 1.171E-005
17RV 17rv.dat 305 38.01 1.183E-005
18RV 18rv.dat 305 38.01 1.182E-005
19A11RV 19A11rv.dat 307 37.77 1.203E-005
19A1RV 19A1rv.dat 307 37.77 1.209E-005
19RV 19rv.dat 307 37.77 1.240E-005
1RV 1rv.dat 292 39.71 1.091E-005
20RV 20rv.dat 310 37.4 1.334E-005
21RV 21rv.dat 310 37.4 1.254E-005
22RV 22rv.dat 310 37.4 1.257E-005
23RV 23rv.dat 312 37.16 1.327E-005
24RV 24rv.dat 312 37.16 1.348E-005
25RV 25rv.dat 312 37.16 1.317E-005
26RV 26rv.dat 312 37.16 1.229E-005
27RV 27rv.dat 315 36.81 1.220E-005
28RV 28rv.dat 315 36.81 1.208E-005
29RV 29rv.dat 317 36.57 1.282E-005
2RV 2rv.dat 292 39.71 1.103E-005
30RV 30rv.dat 317 36.57 1.317E-005
31RV 31rv.dat 317 36.57 1.333E-005
32RV 32rv.dat 317 36.57 1.320E-005
33RV 33rv.dat 320 36.23 1.334E-005
34RV 34rv.dat 320 36.23 1.426E-005
35RV 35rv.dat 320 36.23 1.334E-005
36RV 36rv.dat 322 36.01 1.455E-005
37RV 37rv.dat 322 36.01 1.390E-005
38RV 38rv.dat 322 36.01 1.403E-005
39RV 39rv.dat 325 35.67 1.579E-005
3RV 3rv.dat 292 39.71 1.126E-005
40RV 40rv.dat 325 35.67 1.605E-005
41A1111RV 41A1111rv.dat 330.1 35.12 2.300E-005
41A111RV 41A111rv.dat 327 35.46 2.099E-005
41A11RV 41A11rv.dat 327 35.46 2.102E-005
41A1RV 41A1rv.dat 327 35.46 1.627E-005
41RV 41rv.dat 325 35.67 1.507E-005
42RV 42rv.dat 330 35.13 2.265E-005
43RV 43rv.dat 330 35.13 2.225E-005
44RV 44rv.dat 330 35.13 2.217E-005
45RV 45rv.dat 332 34.92 2.344E-005
46RV 46rv.dat 335 34.61 2.573E-005
47RV 47rv.dat 335 34.61 2.613E-005
48RV 48rv.dat 337 34.4 2.697E-005
49RV 49rv.dat 337 34.4 2.691E-005
4RV 4rv.dat 295 39.3 1.425E-005
50RV 50rv.dat 340 34.1 2.982E-005
51RV 51rv.dat 340 34.1 2.990E-005
52RV 52rv.dat 340 34.1 2.663E-005
5RV 5rv.dat 295 39.3 1.965E-005
6RV 6rv.dat 295 39.3 1.101E-005
7RV 7rv.dat 295 39.3 1.138E-005
8RV 8rv.dat 297.1 39.02 9.817E-006
9RV 9rv.dat 297 39.04 9.856E-006
