name time T kT_1 I
10RV 10rv.dat 300.1 38.63 1.382E-007
11RV 11rv.dat 300 38.65 1.383E-007
12RV 12rv.dat 300 38.65 1.594E-007
13RV 13rv.dat 302.1 38.38 1.647E-007
14RV 14rv.dat 302 38.39 1.744E-007
15RV 15rv.dat 302 38.39 1.728E-007
16RV 16rv.dat 305 38.01 1.970E-007
17RV 17rv.dat 305 38.01 1.902E-007
18RV 18rv.dat 305 38.01 1.893E-007
19A11RV 19A11rv.dat 307 37.77 2.102E-007
19A1RV 19A1rv.dat 307 37.77 2.114E-007
19RV 19rv.dat 307 37.77 2.202E-007
1RV 1rv.dat 292 39.71 2.926E-007
20RV 20rv.dat 310 37.4 2.370E-007
21RV 21rv.dat 310 37.4 2.250E-007
22RV 22rv.dat 310 37.4 2.583E-007
23RV 23rv.dat 312 37.16 2.435E-007
24RV 24rv.dat 312 37.16 2.630E-007
25RV 25rv.dat 312 37.16 2.360E-007
26RV 26rv.dat 312 37.16 2.165E-007
27RV 27rv.dat 315 36.81 2.026E-007
28RV 28rv.dat 315 36.81 2.204E-007
29RV 29rv.dat 317 36.57 2.377E-007
2RV 2rv.dat 292 39.71 2.314E-007
30RV 30rv.dat 317 36.57 2.162E-007
31RV 31rv.dat 317 36.57 2.233E-007
32RV 32rv.dat 317 36.57 2.206E-007
33RV 33rv.dat 320 36.23 2.564E-007
34RV 34rv.dat 320 36.23 2.449E-007
35RV 35rv.dat 320 36.23 2.367E-007
36RV 36rv.dat 322 36.01 2.648E-007
37RV 37rv.dat 322 36.01 2.672E-007
38RV 38rv.dat 322 36.01 2.590E-007
39RV 39rv.dat 325 35.67 3.036E-007
3RV 3rv.dat 292 39.71 2.211E-007
40RV 40rv.dat 325 35.67 3.108E-007
41A1111RV 41A1111rv.dat 330.1 35.12 6.139E-007
41A111RV 41A111rv.dat 327 35.46 5.325E-007
41A11RV 41A11rv.dat 327 35.46 5.371E-007
41A1RV 41A1rv.dat 327 35.46 3.052E-007
41RV 41rv.dat 325 35.67 2.928E-007
42RV 42rv.dat 330 35.13 5.959E-007
43RV 43rv.dat 330 35.13 6.307E-007
44RV 44rv.dat 330 35.13 6.015E-007
45RV 45rv.dat 332 34.92 7.495E-007
46RV 46rv.dat 335 34.61 7.804E-007
47RV 47rv.dat 335 34.61 8.027E-007
48RV 48rv.dat 337 34.4 7.869E-007
49RV 49rv.dat 337 34.4 7.894E-007
4RV 4rv.dat 295 39.3 3.865E-007
50RV 50rv.dat 340 34.1 9.583E-007
51RV 51rv.dat 340 34.1 9.493E-007
52RV 52rv.dat 340 34.1 8.809E-007
5RV 5rv.dat 295 39.3 6.057E-007
6RV 6rv.dat 295 39.3 2.150E-007
7RV 7rv.dat 295 39.3 1.864E-007
8RV 8rv.dat 297.1 39.02 1.428E-007
9RV 9rv.dat 297 39.04 1.463E-007
