fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 7:19 293.2 39.54 1.000E+000 1.528E+000 3.722E-011 2.561E+003 3.442E+000 1.914E-005 1.709E-004 1.640E-001 1.708E-004 9.106E-006 3.250E-001 9.380E-002 9.697E-005 7.975E-003 
0DL1 7:28 293.3 39.53 1.000E+000 1.482E+000 3.575E-011 2.401E+003 3.390E+000 1.795E-005 1.711E-004 1.636E-001 1.709E-004 9.027E-006 3.229E-001 9.330E-002 9.664E-005 4.133E-003 
0DL2 7:30 293.3 39.53 1.000E+000 1.543E+000 3.825E-011 2.691E+003 3.491E+000 2.044E-005 1.702E-004 1.633E-001 1.700E-004 9.051E-006 3.259E-001 9.340E-002 9.680E-005 4.290E-003 
0DL3 7:33 293.4 39.52 1.000E+000 1.587E+000 3.947E-011 2.346E+003 3.438E+000 1.892E-005 1.760E-004 1.642E-001 1.759E-004 9.305E-006 3.222E-001 9.360E-002 9.931E-005 2.047E-003 
0DL4 7:36 293.4 39.52 1.000E+000 1.631E+000 3.964E-011 2.292E+003 3.370E+000 1.734E-005 1.675E-004 1.610E-001 1.673E-004 8.601E-006 3.194E-001 9.140E-002 9.400E-005 7.428E-003 
0DL5 7:39 293.4 39.52 1.000E+000 1.488E+000 3.629E-011 2.362E+003 3.369E+000 1.752E-005 1.712E-004 1.636E-001 1.710E-004 9.024E-006 3.225E-001 9.330E-002 9.662E-005 3.491E-003 
0DL6 7:41 293.4 39.52 1.000E+000 1.530E+000 3.806E-011 2.356E+003 3.390E+000 1.793E-005 1.719E-004 1.634E-001 1.717E-004 9.038E-006 3.221E-001 9.310E-002 9.697E-005 3.671E-003 
0DL7 7:45 293.5 39.5 1.000E+000 1.593E+000 4.040E-011 2.538E+003 3.472E+000 2.000E-005 1.717E-004 1.628E-001 1.715E-004 9.048E-006 3.239E-001 9.290E-002 9.729E-005 1.552E-003 
0DL8 7:48 293.5 39.5 1.000E+000 1.605E+000 4.123E-011 2.547E+003 3.463E+000 1.971E-005 1.724E-004 1.638E-001 1.722E-004 9.155E-006 3.246E-001 9.350E-002 9.781E-005 5.702E-003 
0DL9 7:51 293.5 39.5 1.000E+000 1.579E+000 3.989E-011 2.486E+003 3.414E+000 1.866E-005 1.719E-004 1.641E-001 1.718E-004 9.141E-006 3.244E-001 9.370E-002 9.745E-005 4.910E-003 
