x N
1.4992451E+0 1.1357252E+21
1.4849241E+0 1.2104218E+21
1.4722560E+0 1.2691127E+21
1.4589415E+0 1.2819406E+21
1.4463105E+0 1.1830873E+21
1.4305451E+0 1.1538743E+21
1.4169283E+0 1.3381273E+21
1.4049609E+0 1.1581670E+21
1.3870362E+0 1.1250137E+21
1.3739100E+0 1.4242263E+21
1.3622447E+0 1.3860006E+21
1.3481803E+0 1.1974352E+21
1.3321572E+0 1.1894716E+21
1.3175658E+0 1.2622508E+21
1.3029727E+0 1.2240439E+21
1.2871185E+0 1.3058412E+21
1.2741271E+0 1.3116327E+21
1.2580399E+0 1.1503631E+21
1.2405704E+0 1.1583675E+21
1.2242804E+0 1.3091817E+21
1.2103168E+0 1.3080511E+21
1.1935872E+0 1.2686160E+21
1.1782816E+0 1.2143035E+21
1.1596157E+0 1.1635644E+21
1.1423309E+0 1.3669376E+21
1.1285802E+0 1.3369485E+21
1.1100954E+0 1.2695023E+21
1.0941790E+0 1.2505998E+21
1.0745651E+0 1.2365957E+21
1.0576990E+0 1.2904815E+21
1.0389743E+0 1.2689802E+21
1.0208966E+0 1.3547885E+21
1.0039001E+0 1.3324437E+21
9.8456903E-1 1.2597884E+21
9.6475908E-1 1.3169827E+21
9.4639696E-1 1.3862155E+21
9.2775666E-1 1.3652227E+21
9.0805437E-1 1.4117956E+21
8.8992897E-1 1.4669214E+21
8.7085464E-1 1.5347205E+21
8.5365217E-1 1.6361187E+21
