Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.047482402E+00 1.013897695E+00 3.358470700E-02 1.042974223E+00 1.012234399E+00 3.073982400E-02 4.508179000E-03 1.663296000E-03
1.468000E+10 1.047317562E+00 1.013876630E+00 3.344093200E-02 1.044150580E+00 1.012696076E+00 3.145450400E-02 3.166982000E-03 1.180554000E-03
2.154000E+10 1.047077866E+00 1.013845913E+00 3.323195300E-02 1.044877234E+00 1.013018479E+00 3.185875500E-02 2.200632000E-03 8.274340000E-04
3.162000E+10 1.046730833E+00 1.013801255E+00 3.292957800E-02 1.045214852E+00 1.013226730E+00 3.198812200E-02 1.515981000E-03 5.745250000E-04
4.642000E+10 1.046231577E+00 1.013736620E+00 3.249495700E-02 1.045194833E+00 1.013340497E+00 3.185433600E-02 1.036744000E-03 3.961230000E-04
6.813000E+10 1.045519947E+00 1.013643677E+00 3.187627000E-02 1.044815754E+00 1.013372048E+00 3.144370600E-02 7.041930000E-04 2.716290000E-04
1.000000E+11 1.044519142E+00 1.013511301E+00 3.100784100E-02 1.044044244E+00 1.013325883E+00 3.071836100E-02 4.748980000E-04 1.854180000E-04
1.468000E+11 1.043138765E+00 1.013325361E+00 2.981340400E-02 1.042821155E+00 1.013199317E+00 2.962183800E-02 3.176100000E-04 1.260440000E-04
2.154000E+11 1.041287411E+00 1.013069424E+00 2.821798700E-02 1.041077163E+00 1.012984097E+00 2.809306600E-02 2.102480000E-04 8.532700000E-05
3.162000E+11 1.038901943E+00 1.012727364E+00 2.617457900E-02 1.038764525E+00 1.012669858E+00 2.609466700E-02 1.374180000E-04 5.750600000E-05
4.642000E+11 1.035998971E+00 1.012289280E+00 2.370969100E-02 1.035910491E+00 1.012250706E+00 2.365978500E-02 8.848000000E-05 3.857400000E-05
6.813000E+11 1.032742748E+00 1.011762309E+00 2.098043900E-02 1.032686637E+00 1.011736544E+00 2.095009300E-02 5.611100000E-05 2.576500000E-05
1.000000E+12 1.029496670E+00 1.011184731E+00 1.831193900E-02 1.029461419E+00 1.011167556E+00 1.829386300E-02 3.525100000E-05 1.717500000E-05
1.468000E+12 1.026793490E+00 1.010638324E+00 1.615516600E-02 1.026771167E+00 1.010626833E+00 1.614433400E-02 2.232300000E-05 1.149100000E-05
2.154000E+12 1.025170404E+00 1.010246828E+00 1.492357600E-02 1.025155707E+00 1.010239024E+00 1.491668300E-02 1.469700000E-05 7.804000000E-06
3.162000E+12 1.024927068E+00 1.010150454E+00 1.477661400E-02 1.024916682E+00 1.010144983E+00 1.477169900E-02 1.038600000E-05 5.471000000E-06
4.642000E+12 1.026012493E+00 1.010462652E+00 1.554984100E-02 1.026004526E+00 1.010458622E+00 1.554590400E-02 7.967000000E-06 4.030000000E-06
6.813000E+12 1.028170906E+00 1.011237189E+00 1.693371700E-02 1.028164376E+00 1.011234037E+00 1.693033900E-02 6.530000000E-06 3.152000000E-06
1.000000E+13 1.031180195E+00 1.012473467E+00 1.870672800E-02 1.031174612E+00 1.012470858E+00 1.870375400E-02 5.583000000E-06 2.609000000E-06
