T d154 d184 d214 d244
d 150 180 210 240
290 4.254293400E-02 4.225731600E-02 4.194452400E-02 4.173166100E-02
295 4.113910300E-02 4.092002200E-02 4.065857100E-02 4.046931400E-02
300 3.992429200E-02 3.970742800E-02 3.949186800E-02 3.943977600E-02
305 3.932103200E-02 3.901209500E-02 3.891437600E-02 3.888340800E-02
310 3.853709000E-02 3.837089400E-02 3.829000500E-02 3.823573500E-02
315 3.795611100E-02 3.790875100E-02 3.780527800E-02 3.728593500E-02
320 3.775947200E-02 3.784416300E-02 3.763999200E-02 3.719094800E-02
325 3.718956300E-02 3.734582200E-02 3.722427300E-02 3.678301700E-02
330 3.627913700E-02 3.652924700E-02 3.646710300E-02 3.603416000E-02
335 3.492769200E-02 3.531491900E-02 3.534504700E-02 3.495965100E-02
340 3.159785200E-02 3.225046600E-02 3.245601600E-02 3.089184000E-02
