fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
ULL060 9:34 299.6 38.7 1.000E+000 3.714E+000 3.686E-011 1.667E+004 2.911E+000 9.161E-006 2.756E-005 9.216E-002 2.754E-005 7.954E-007 3.134E-001 5.140E-002 1.544E-005 1.639E-003 
ULL065 9:37 299.5 38.71 1.000E+000 3.678E+000 3.602E-011 1.673E+004 2.916E+000 9.202E-006 3.573E-005 1.078E-001 3.570E-005 1.255E-006 3.262E-001 6.120E-002 2.048E-005 4.358E-003 
ULL070 9:40 299.4 38.72 1.000E+000 3.642E+000 3.413E-011 1.679E+004 2.903E+000 8.983E-006 4.416E-005 1.222E-001 4.413E-005 1.826E-006 3.386E-001 7.060E-002 2.583E-005 2.690E-003 
ULL075 9:43 299.3 38.74 1.000E+000 3.538E+000 3.144E-011 1.685E+004 2.911E+000 9.066E-006 5.508E-005 1.368E-001 5.504E-005 2.645E-006 3.511E-001 8.030E-002 3.289E-005 2.553E-003 
ULL080 9:45 299.2 38.75 1.000E+000 3.667E+000 3.390E-011 1.691E+004 2.916E+000 9.073E-006 6.741E-005 1.510E-001 6.737E-005 3.698E-006 3.634E-001 8.990E-002 4.109E-005 3.217E-003 
ULL085 9:48 299.2 38.75 1.000E+000 3.666E+000 3.365E-011 1.691E+004 2.916E+000 9.103E-006 8.215E-005 1.649E-001 8.209E-005 5.086E-006 3.756E-001 9.950E-002 5.106E-005 2.124E-003 
ULL090 9:50 299.1 38.76 1.000E+000 3.681E+000 3.399E-011 1.697E+004 2.926E+000 9.203E-006 9.656E-005 1.765E-001 9.650E-005 6.566E-006 3.855E-001 1.076E-001 6.096E-005 2.621E-003 
ULL095 9:53 299 38.78 1.000E+000 3.616E+000 3.210E-011 1.703E+004 2.921E+000 9.128E-006 1.127E-004 1.880E-001 1.126E-004 8.382E-006 3.959E-001 1.159E-001 7.226E-005 1.207E-003 
ULL100 9:55 299 38.78 1.000E+000 3.567E+000 3.077E-011 1.703E+004 2.919E+000 9.077E-006 1.305E-004 1.991E-001 1.304E-004 1.053E-005 4.057E-001 1.239E-001 8.496E-005 6.493E-003 
ULL105 9:58 299 38.78 1.000E+000 3.620E+000 3.200E-011 1.703E+004 2.923E+000 9.161E-006 1.513E-004 2.098E-001 1.512E-004 1.316E-005 4.148E-001 1.318E-001 9.977E-005 1.646E-002 
ULL110 10:0 298.9 38.79 1.000E+000 3.685E+000 3.307E-011 1.709E+004 2.936E+000 9.282E-006 1.705E-004 2.186E-001 1.703E-004 1.571E-005 4.218E-001 1.383E-001 1.135E-004 5.799E-003 
