N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.789540000E-04 4.649000000E-04 3.902990000E-04 3.379860000E-04
1.600000000E+01 1.686004000E-03 1.430182000E-03 1.283075000E-03 1.155138000E-03
1.700000000E+01 3.377877000E-03 3.242084000E-03 3.234059000E-03 3.164238000E-03
1.549996187E+01 1.123332000E-03 9.311950000E-04 7.770890000E-04 6.807290000E-04
1.649996187E+01 2.264954000E-03 2.054349000E-03 1.939220000E-03 1.828592000E-03
1.674996808E+01 2.720718000E-03 2.547751000E-03 2.479744000E-03 2.441839000E-03
1.624993176E+01 1.929707000E-03 1.692102000E-03 1.537373000E-03 1.433059000E-03
1.574996808E+01 1.399290000E-03 1.181133000E-03 1.018259000E-03 8.968080000E-04
1.524993176E+01 8.113720000E-04 6.551110000E-04 5.533280000E-04 4.828540000E-04
