N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.263390000E-04 3.316690000E-04 2.691850000E-04 2.257200000E-04
1.600000000E+01 2.974015000E-03 2.858958000E-03 2.787415000E-03 2.729522000E-03
1.700000000E+01 1.004074700E-02 1.002847900E-02 9.984487000E-03 9.956213000E-03
1.549996187E+01 1.241505000E-03 1.144360000E-03 1.069725000E-03 1.008683000E-03
1.649996187E+01 5.525428000E-03 5.458938000E-03 5.399013000E-03 5.365960000E-03
1.674996808E+01 7.414109000E-03 7.524202000E-03 7.338035000E-03 7.284713000E-03
1.624993176E+01 4.115336000E-03 4.011203000E-03 3.947344000E-03 3.898528000E-03
1.574996808E+01 2.050524000E-03 1.945147000E-03 1.867505000E-03 1.803849000E-03
1.524993176E+01 2.829710000E-04 1.575240000E-04 9.204400000E-05 3.563300000E-05
