N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.244100000E-04 3.617440000E-04 3.205340000E-04 2.915910000E-04
1.600000000E+01 1.944825000E-03 1.655772000E-03 1.552982000E-03 1.636426000E-03
1.700000000E+01 5.154634000E-03 4.833417000E-03 4.811295000E-03 4.642045000E-03
1.549996187E+01 1.038572000E-03 9.052570000E-04 8.200450000E-04 7.613610000E-04
1.649996187E+01 2.916730000E-03 2.799526000E-03 2.735729000E-03 2.693511000E-03
1.674996808E+01 3.745248000E-03 3.668750000E-03 3.619388000E-03 3.723245000E-03
1.624993176E+01 2.290285000E-03 2.147487000E-03 2.061118000E-03 2.002697000E-03
1.574996808E+01 1.416218000E-03 1.255212000E-03 1.266761000E-03 1.179479000E-03
1.524993176E+01 7.166800000E-04 6.206660000E-04 5.572370000E-04 5.149180000E-04
