N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.281322784E+00 1.277339259E+00 1.274804170E+00 1.272398289E+00
1.016672606E+01 1.281375474E+00 1.277410406E+00 1.274895746E+00 1.272512363E+00
1.033324570E+01 1.281452502E+00 1.277514296E+00 1.275029248E+00 1.272678347E+00
1.049996187E+01 1.281565000E+00 1.277665734E+00 1.275223396E+00 1.272919029E+00
1.066670514E+01 1.281729003E+00 1.277885868E+00 1.275504621E+00 1.273266222E+00
1.083333839E+01 1.281967388E+00 1.278204519E+00 1.275909665E+00 1.273763358E+00
1.100000000E+01 1.282312412E+00 1.278662979E+00 1.276488329E+00 1.274467873E+00
1.116672606E+01 1.282808703E+00 1.279316965E+00 1.277305804E+00 1.275452362E+00
1.133324570E+01 1.283516375E+00 1.280238843E+00 1.278443231E+00 1.276802860E+00
1.149996187E+01 1.284513311E+00 1.281517658E+00 1.279994592E+00 1.278612326E+00
1.166670514E+01 1.285894862E+00 1.283254617E+00 1.282057721E+00 1.280968033E+00
1.183333839E+01 1.287768359E+00 1.285551724E+00 1.284718543E+00 1.283933907E+00
1.200000000E+01 1.290239904E+00 1.288492865E+00 1.288030640E+00 1.287532652E+00
1.216672606E+01 1.293392838E+00 1.292120917E+00 1.291997195E+00 1.291736093E+00
1.233324570E+01 1.297262474E+00 1.296419967E+00 1.296565528E+00 1.296471593E+00
1.249996187E+01 1.301818048E+00 1.301314293E+00 1.301640933E+00 1.301644113E+00
1.266670514E+01 1.306964655E+00 1.306688991E+00 1.307114657E+00 1.307161857E+00
1.283333839E+01 1.312568924E+00 1.312422502E+00 1.312889531E+00 1.312950340E+00
1.300000000E+01 1.318495445E+00 1.318411620E+00 1.318889425E+00 1.318950830E+00
