fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0US1 7:16 292.2 39.68 1.000E+000 1.919E+000 9.062E-012 2.138E+004 2.954E+000 6.473E-006 1.430E-005 7.335E-002 1.429E-005 3.128E-007 2.983E-001 4.000E-002 7.799E-006 2.534E-003 
0US2 7:30 295.7 39.21 1.000E+000 2.035E+000 1.778E-011 1.909E+004 2.929E+000 7.519E-006 1.417E-005 6.613E-002 1.417E-005 2.745E-007 2.930E-001 3.580E-002 7.647E-006 3.650E-003 
0US3 7:46 298.7 38.82 1.000E+000 2.146E+000 3.063E-011 1.721E+004 2.916E+000 8.628E-006 1.422E-005 6.060E-002 1.422E-005 2.489E-007 2.889E-001 3.250E-002 7.635E-006 2.677E-001 
0US4 8:4 301.1 38.51 1.000E+000 2.208E+000 4.507E-011 1.578E+004 2.905E+000 9.673E-006 1.431E-005 5.635E-002 1.430E-005 2.305E-007 2.859E-001 3.010E-002 7.631E-006 2.213E-003 
0US5 8:22 304.3 38.1 1.000E+000 2.311E+000 7.694E-011 1.397E+004 2.878E+000 1.108E-005 1.417E-005 5.054E-002 1.416E-005 2.017E-007 2.818E-001 2.680E-002 7.500E-006 6.244E-003 
0US6 8:39 306.8 37.79 1.000E+000 2.446E+000 1.193E-010 1.263E+004 2.886E+000 1.265E-005 1.438E-005 4.674E-002 1.437E-005 1.874E-007 2.790E-001 2.470E-002 7.557E-006 1.633E-003 
0US7 8:57 309.8 37.42 1.000E+000 2.522E+000 1.977E-010 1.112E+004 2.885E+000 1.472E-005 1.419E-005 4.142E-002 1.418E-005 1.617E-007 2.752E-001 2.170E-002 7.418E-006 3.386E-003 
0US8 9:16 312.5 37.1 1.000E+000 2.657E+000 3.149E-010 9.866E+003 2.881E+000 1.665E-005 1.383E-005 3.683E-002 1.382E-005 1.385E-007 2.720E-001 1.920E-002 7.174E-006 8.450E-003 
0US9 9:35 315.1 36.8 1.000E+000 2.652E+000 4.558E-010 8.744E+003 2.855E+000 1.832E-005 1.504E-005 3.622E-002 1.503E-005 1.478E-007 2.715E-001 1.890E-002 7.776E-006 1.130E-003 
US10 9:56 318.1 36.45 1.000E+000 2.644E+000 7.115E-010 7.564E+003 2.848E+000 2.099E-005 1.467E-005 3.165E-002 1.466E-005 1.245E-007 2.683E-001 1.640E-002 7.545E-006 1.425E-003 
US11 10:13 320.5 36.18 1.000E+000 2.710E+000 1.004E-009 6.712E+003 2.834E+000 2.306E-005 1.491E-005 2.943E-002 1.489E-005 1.169E-007 2.668E-001 1.520E-002 7.642E-006 8.492E-004 
US12 10:33 323.8 35.81 1.000E+000 2.714E+000 1.660E-009 5.681E+003 2.845E+000 2.754E-005 1.578E-005 2.682E-002 1.576E-005 1.120E-007 2.649E-001 1.380E-002 8.055E-006 3.971E-003 
US13 10:51 327.3 35.42 1.000E+000 2.673E+000 2.510E-009 4.772E+003 2.813E+000 3.073E-005 1.402E-005 2.144E-002 1.400E-005 7.852E-008 2.615E-001 1.100E-002 7.073E-006 7.129E-004 
US14 11:7 330.3 35.1 1.000E+000 2.747E+000 3.757E-009 4.150E+003 2.786E+000 3.425E-005 1.385E-005 1.901E-002 1.382E-005 6.833E-008 2.601E-001 9.700E-003 6.971E-006 9.426E-004 
US15 11:21 332.4 34.88 1.000E+000 2.817E+000 5.040E-009 3.805E+003 2.799E+000 3.788E-005 1.482E-005 1.866E-002 1.479E-005 7.169E-008 2.598E-001 9.500E-003 7.467E-006 9.735E-002 
