d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.227038823E+00 1.205176362E+00 2.186246100E-02 1.223508453E+00 1.200343607E+00 2.316484600E-02 3.530370000E-03 4.832755000E-03
150 295 1.227261678E+00 1.062963257E+00 1.642984210E-01 1.224059582E+00 1.055679413E+00 1.683801690E-01 3.202096000E-03 7.283844000E-03
150 300 1.226535402E+00 1.208024049E+00 1.851135300E-02 1.223526265E+00 1.203746580E+00 1.977968500E-02 3.009137000E-03 4.277469000E-03
150 305 1.223350417E+00 1.074692255E+00 1.486581620E-01 1.220434233E+00 1.066767258E+00 1.536669750E-01 2.916184000E-03 7.924997000E-03
150 310 1.214622218E+00 1.212224032E+00 2.398186000E-03 1.211784951E+00 1.207849562E+00 3.935389000E-03 2.837267000E-03 4.374470000E-03
150 315 1.195189415E+00 1.076935619E+00 1.182537960E-01 1.192590319E+00 1.069649285E+00 1.229410340E-01 2.599096000E-03 7.286334000E-03
150 320 1.156715938E+00 1.213762348E+00 -5.704641000E-02 1.154844267E+00 1.208786910E+00 -5.394264300E-02 1.871671000E-03 4.975438000E-03
150 325 1.088477309E+00 1.040337372E+00 4.813993700E-02 1.088274701E+00 1.037533153E+00 5.074154800E-02 2.026080000E-04 2.804219000E-03
150 330 1.011759993E+00 1.199856081E+00 -1.880960880E-01 1.010098676E+00 1.194342274E+00 -1.842435980E-01 1.661317000E-03 5.513807000E-03
150 335 1.012129158E+00 1.004307624E+00 7.821534000E-03 1.010390933E+00 1.003567275E+00 6.823658000E-03 1.738225000E-03 7.403490000E-04
150 340 1.013733371E+00 1.117406723E+00 -1.036733520E-01 1.011693547E+00 1.114752025E+00 -1.030584780E-01 2.039824000E-03 2.654698000E-03
180 290 1.222832759E+00 1.201803352E+00 2.102940700E-02 1.219920613E+00 1.197853362E+00 2.206725100E-02 2.912146000E-03 3.949990000E-03
180 295 1.223134132E+00 1.056813278E+00 1.663208540E-01 1.220433799E+00 1.050656847E+00 1.697769520E-01 2.700333000E-03 6.156431000E-03
180 300 1.222151845E+00 1.205173548E+00 1.697829700E-02 1.219544039E+00 1.201553172E+00 1.799086700E-02 2.607806000E-03 3.620376000E-03
180 305 1.217943056E+00 1.067667400E+00 1.502756560E-01 1.215352347E+00 1.060903046E+00 1.544493010E-01 2.590709000E-03 6.764354000E-03
180 310 1.207325241E+00 1.209185006E+00 -1.859765000E-03 1.204766245E+00 1.205293960E+00 -5.277150000E-04 2.558996000E-03 3.891046000E-03
180 315 1.184385254E+00 1.068155599E+00 1.162296550E-01 1.182055985E+00 1.062074972E+00 1.199810130E-01 2.329269000E-03 6.080627000E-03
