T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.357101730E+00 1.286984990E+00 7.011674000E-02 1.355620701E+00 1.286641955E+00 6.897874600E-02 1.481029000E-03 3.430350000E-04
295 1.354750955E+00 1.285863079E+00 6.888787600E-02 1.353325695E+00 1.285544619E+00 6.778107600E-02 1.425260000E-03 3.184600000E-04
300 1.352962328E+00 1.285689288E+00 6.727304000E-02 1.351613045E+00 1.285395901E+00 6.621714400E-02 1.349283000E-03 2.933870000E-04
305 1.351957169E+00 1.286034504E+00 6.592266500E-02 1.350700265E+00 1.285772536E+00 6.492772900E-02 1.256904000E-03 2.619680000E-04
310 1.351867853E+00 1.287784802E+00 6.408305100E-02 1.350713100E+00 1.287545695E+00 6.316740500E-02 1.154753000E-03 2.391070000E-04
315 1.352668196E+00 1.290318197E+00 6.234999900E-02 1.351619282E+00 1.290094403E+00 6.152487900E-02 1.048914000E-03 2.237940000E-04
320 1.354381726E+00 1.293065938E+00 6.131578800E-02 1.353436209E+00 1.292859991E+00 6.057621800E-02 9.455170000E-04 2.059470000E-04
325 1.356773148E+00 1.296528236E+00 6.024491200E-02 1.355923243E+00 1.296328669E+00 5.959457400E-02 8.499050000E-04 1.995670000E-04
330 1.359795589E+00 1.300119912E+00 5.967567700E-02 1.359028666E+00 1.299920450E+00 5.910821600E-02 7.669230000E-04 1.994620000E-04
335 1.363582728E+00 1.303509292E+00 6.007343600E-02 1.362883518E+00 1.303305975E+00 5.957754300E-02 6.992100000E-04 2.033170000E-04
340 1.367695058E+00 1.307073276E+00 6.062178200E-02 1.367044504E+00 1.306855185E+00 6.018931900E-02 6.505540000E-04 2.180910000E-04
