T d154 d184 d214 d244
d 150 180 210 240
290 1.248711666E+00 1.247692844E+00 1.248137001E+00 1.248291290E+00
295 1.247601153E+00 1.246649833E+00 1.247207008E+00 1.247229799E+00
300 1.247014301E+00 1.246145444E+00 1.246877633E+00 1.246740739E+00
305 1.246677525E+00 1.245677115E+00 1.246467392E+00 1.246343739E+00
310 1.245764785E+00 1.244722220E+00 1.245480374E+00 1.245444803E+00
315 1.243118946E+00 1.241995872E+00 1.242631484E+00 1.242522490E+00
320 1.236825123E+00 1.235554979E+00 1.235906574E+00 1.235526630E+00
325 1.223499208E+00 1.221901370E+00 1.221882755E+00 1.221010118E+00
330 1.197803386E+00 1.195780315E+00 1.194925199E+00 1.193243948E+00
335 1.151910267E+00 1.149662910E+00 1.147534067E+00 1.144463062E+00
340 1.079717898E+00 1.076504323E+00 1.072668267E+00 1.067711087E+00
