fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 13:11:24 297 39.04 1.000E+000 6.800E-001 2.402E-006 3.970E+003 3.093E+000 6.760E-009 2.239E-003 
0002 13:14:00 297 39.04 1.000E+000 6.800E-001 2.392E-006 3.970E+003 3.107E+000 6.658E-009 2.202E-003 
0003 13:17:28 297 39.04 1.000E+000 6.800E-001 2.357E-006 3.970E+003 3.100E+000 6.708E-009 2.231E-003 
0004 13:21:40 297 39.04 1.000E+000 6.800E-001 2.351E-006 3.970E+003 3.108E+000 6.626E-009 2.186E-003 
0005 13:24:18 297 39.04 1.000E+000 6.800E-001 2.285E-006 3.970E+003 3.109E+000 6.615E-009 2.066E-003 
0006 13:28:18 297 39.04 1.000E+000 6.800E-001 2.322E-006 3.970E+003 3.104E+000 6.635E-009 2.108E-003 
0007 13:31:34 297 39.04 1.000E+000 6.800E-001 2.418E-006 3.970E+003 3.103E+000 6.659E-009 2.202E-003 
0008 13:34:10 297 39.04 1.000E+000 6.800E-001 2.327E-006 3.970E+003 3.101E+000 6.671E-009 2.185E-003 
0009 13:36:12 297 39.04 1.000E+000 6.800E-001 2.359E-006 3.970E+003 3.107E+000 6.610E-009 2.165E-003 
0010 13:38:30 297 39.04 1.000E+000 6.800E-001 2.301E-006 3.970E+003 3.101E+000 6.680E-009 1.077E-002 
0011 13:40:42 297 39.04 1.000E+000 6.800E-001 2.363E-006 3.970E+003 3.097E+000 6.666E-009 2.100E-003 
0012 13:44:10 297.1 39.02 1.000E+000 6.800E-001 2.405E-006 3.970E+003 3.097E+000 6.726E-009 2.126E-003 
0013 13:46:52 297.1 39.02 1.000E+000 6.800E-001 2.244E-006 3.970E+003 3.105E+000 6.607E-009 2.185E-003 
