T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
310 001_310 37.401 4.610100E-1 3.745070E-1 7.865300E+1 2.715920E+1 3.876460E-1 3.503079E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.300E-4 3.162E+15
310 002_310 37.401 4.601390E-1 3.737718E-1 7.861970E+1 2.704320E+1 3.868260E-1 3.495514E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.300E-4 3.162E+15
310 003_310 37.401 4.588620E-1 3.727076E-1 7.858280E+1 2.687870E+1 3.856350E-1 3.484992E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.300E-4 3.162E+15
310 004_310 37.401 4.571180E-1 3.711770E-1 7.853020E+1 2.664880E+1 3.840330E-1 3.469585E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.300E-4 3.162E+15
310 005_310 37.401 4.548150E-1 3.689954E-1 7.845330E+1 2.633290E+1 3.818850E-1 3.447743E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.300E-4 3.162E+15
310 006_310 37.401 4.518670E-1 3.659250E-1 7.834470E+1 2.590860E+1 3.790720E-1 3.417358E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.300E-4 3.162E+15
310 007_310 37.401 4.481180E-1 3.616793E-1 7.821670E+1 2.535400E+1 3.755570E-1 3.375513E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.300E-4 3.162E+15
310 008_310 37.401 4.436090E-1 3.559461E-1 7.806060E+1 2.465170E+1 3.713570E-1 3.319128E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.300E-4 3.162E+15
310 009_310 37.401 4.384570E-1 3.484402E-1 7.787050E+1 2.379350E+1 3.664940E-1 3.246095E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.300E-4 3.162E+15
310 010_310 37.401 4.327430E-1 3.389836E-1 7.766180E+1 2.278490E+1 3.611620E-1 3.154382E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.300E-4 3.162E+15
310 011_310 37.401 4.266780E-1 3.275882E-1 7.743510E+1 2.164700E+1 3.554980E-1 3.044593E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.300E-4 3.162E+15
310 012_310 37.401 4.205200E-1 3.144885E-1 7.718030E+1 2.041400E+1 3.496780E-1 2.918970E-1 5.000000E-1 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.300E-4 3.162E+15
310 013_310 37.401 4.141950E-1 3.000767E-1 7.693660E+1 1.912500E+1 3.438180E-1 2.781260E-1 5.000000E-1 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.300E-4 3.162E+15
