T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.202730716E+00 1.208927293E+00 1.215652345E+00 1.226598377E+00 1.236623566E+00 1.242524155E+00 1.248646571E+00 1.261351244E+00 1.280867826E+00
295 1.201867987E+00 1.208573168E+00 1.215626404E+00 1.226144512E+00 1.236495849E+00 1.242550992E+00 1.248763825E+00 1.261046649E+00 1.280065289E+00
300 1.201157245E+00 1.209041146E+00 1.216191055E+00 1.226641900E+00 1.237128822E+00 1.243491315E+00 1.249338218E+00 1.261162255E+00 1.280246073E+00
305 1.199511653E+00 1.209639658E+00 1.217371896E+00 1.227823470E+00 1.238123634E+00 1.244841495E+00 1.251166047E+00 1.262695261E+00 1.281005623E+00
310 1.195273478E+00 1.209917710E+00 1.218797564E+00 1.229432448E+00 1.239939764E+00 1.247142121E+00 1.253579059E+00 1.264950201E+00 1.283176618E+00
315 1.184067160E+00 1.208663780E+00 1.219895302E+00 1.230986833E+00 1.242116592E+00 1.249677487E+00 1.256182759E+00 1.267457653E+00 1.286063597E+00
320 1.157393134E+00 1.204234337E+00 1.220567974E+00 1.232809973E+00 1.244043709E+00 1.252356849E+00 1.259433757E+00 1.270889364E+00 1.289033939E+00
325 1.101935325E+00 1.192027334E+00 1.219465378E+00 1.234145375E+00 1.246234943E+00 1.255135294E+00 1.262832681E+00 1.274509946E+00 1.292775970E+00
330 1.016301918E+00 1.164324250E+00 1.214425432E+00 1.234260540E+00 1.247894415E+00 1.257909596E+00 1.265999630E+00 1.278012520E+00 1.296408070E+00
335 1.016892685E+00 1.108628744E+00 1.201894995E+00 1.232611779E+00 1.248679670E+00 1.259977785E+00 1.269188295E+00 1.281535336E+00 1.299494356E+00
340 1.019498129E+00 1.014435980E+00 1.174560452E+00 1.226714278E+00 1.248383621E+00 1.261614021E+00 1.271909639E+00 1.284676380E+00 1.302644825E+00
