N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.209949849E+00 1.208305077E+00 1.206932249E+00 1.204981518E+00 1.201130622E+00 1.191956029E+00 1.170813429E+00 1.127079461E+00 1.048559777E+00 1.020443973E+00 1.022386166E+00
1.600000000E+01 1.247120513E+00 1.246098754E+00 1.245891893E+00 1.246083856E+00 1.247309991E+00 1.249051797E+00 1.250739334E+00 1.252903505E+00 1.254733407E+00 1.255907437E+00 1.256128891E+00
1.700000000E+01 1.293437931E+00 1.291769682E+00 1.291095816E+00 1.290912118E+00 1.292258124E+00 1.294568656E+00 1.297142920E+00 1.300663050E+00 1.304444197E+00 1.307963597E+00 1.311774089E+00
1.549996187E+01 1.224903472E+00 1.223959123E+00 1.223674926E+00 1.224140067E+00 1.225016688E+00 1.225750685E+00 1.226280612E+00 1.225335700E+00 1.220980115E+00 1.210188874E+00 1.186711343E+00
1.649996187E+01 1.260165732E+00 1.259366494E+00 1.258997159E+00 1.260001556E+00 1.261723545E+00 1.263776754E+00 1.266717771E+00 1.270032557E+00 1.273372559E+00 1.276982467E+00 1.280366401E+00
1.674996808E+01 1.273475841E+00 1.272259783E+00 1.271411403E+00 1.272093641E+00 1.273588546E+00 1.275490098E+00 1.278458614E+00 1.282032546E+00 1.285683852E+00 1.289579776E+00 1.293364837E+00
1.624993176E+01 1.253440857E+00 1.252589528E+00 1.252655308E+00 1.253207688E+00 1.254866776E+00 1.256946837E+00 1.259354884E+00 1.262096580E+00 1.265061758E+00 1.267572243E+00 1.269831123E+00
1.574996808E+01 1.236603314E+00 1.235204436E+00 1.234875278E+00 1.235308855E+00 1.236320148E+00 1.237454621E+00 1.239054012E+00 1.240355960E+00 1.240653685E+00 1.239393572E+00 1.234207744E+00
1.524993176E+01 1.217154476E+00 1.215927257E+00 1.215624030E+00 1.215597099E+00 1.215467021E+00 1.214136859E+00 1.210298974E+00 1.200082807E+00 1.177332676E+00 1.131551019E+00 1.051724231E+00
