N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.192946021E+00 1.193095343E+00 1.192632660E+00 1.189538957E+00 1.179683190E+00 1.153296120E+00 1.092759035E+00 1.012874494E+00 1.013955378E+00 1.017114372E+00 1.023077965E+00
1.600000000E+01 1.214394646E+00 1.216634897E+00 1.219036140E+00 1.221088232E+00 1.223418323E+00 1.225570511E+00 1.226706073E+00 1.227788469E+00 1.227838739E+00 1.226156685E+00 1.223072744E+00
1.700000000E+01 1.246798247E+00 1.248852409E+00 1.251277577E+00 1.253502873E+00 1.256052318E+00 1.258296696E+00 1.259321581E+00 1.260113999E+00 1.259640641E+00 1.257172746E+00 1.254122918E+00
1.549996187E+01 1.200457622E+00 1.202185360E+00 1.204108931E+00 1.206189158E+00 1.207996076E+00 1.208808558E+00 1.208249876E+00 1.203858604E+00 1.190946120E+00 1.161205812E+00 1.100191616E+00
1.649996187E+01 1.219499909E+00 1.222258151E+00 1.224813534E+00 1.227839193E+00 1.230648426E+00 1.232636123E+00 1.234555052E+00 1.235820010E+00 1.235643347E+00 1.235172206E+00 1.233685511E+00
1.674996808E+01 1.229392441E+00 1.231867717E+00 1.234139293E+00 1.236928292E+00 1.239535899E+00 1.241355231E+00 1.243158552E+00 1.244167006E+00 1.243678665E+00 1.242665936E+00 1.240511804E+00
1.624993176E+01 1.216825353E+00 1.219264871E+00 1.222025773E+00 1.224475999E+00 1.227241317E+00 1.229553553E+00 1.231043568E+00 1.232217042E+00 1.232798672E+00 1.231704773E+00 1.230212071E+00
1.574996808E+01 1.207979076E+00 1.209563291E+00 1.211729710E+00 1.213999682E+00 1.216180529E+00 1.217640647E+00 1.219000398E+00 1.219285778E+00 1.217214550E+00 1.211797396E+00 1.198319009E+00
1.524993176E+01 1.196807393E+00 1.197839976E+00 1.199341200E+00 1.200375757E+00 1.200160954E+00 1.196386308E+00 1.184849653E+00 1.155344734E+00 1.091942503E+00 1.009758445E+00 1.010605924E+00
