T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
315 001_315 36.807 4.494470E-1 3.594943E-1 7.803570E+1 2.521710E+1 3.761230E-1 3.352233E-1 5.000000E-1 1.000000E+10 1.000000E+10 2.300E-4 1.778E+16
315 002_315 36.807 4.492070E-1 3.587769E-1 7.802850E+1 2.515100E+1 3.758890E-1 3.345526E-1 5.000000E-1 1.468000E+10 1.468000E+10 2.300E-4 1.778E+16
315 003_315 36.807 4.488600E-1 3.577359E-1 7.801780E+1 2.505520E+1 3.755760E-1 3.335559E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.300E-4 1.778E+16
315 004_315 36.807 4.483640E-1 3.562328E-1 7.800210E+1 2.491730E+1 3.751270E-1 3.321180E-1 5.000000E-1 3.162000E+10 3.162000E+10 2.300E-4 1.778E+16
315 005_315 36.807 4.476620E-1 3.540786E-1 7.797930E+1 2.472060E+1 3.744630E-1 3.300805E-1 5.000000E-1 4.642000E+10 4.642000E+10 2.300E-4 1.778E+16
315 006_315 36.807 4.466840E-1 3.510232E-1 7.794610E+1 2.444340E+1 3.735640E-1 3.271634E-1 5.000000E-1 6.813000E+10 6.813000E+10 2.300E-4 1.778E+16
315 007_315 36.807 4.453480E-1 3.467533E-1 7.789850E+1 2.405910E+1 3.723140E-1 3.231015E-1 5.000000E-1 1.000000E+11 1.000000E+11 2.300E-4 1.778E+16
315 008_315 36.807 4.435690E-1 3.409055E-1 7.783130E+1 2.353860E+1 3.706350E-1 3.175438E-1 5.000000E-1 1.468000E+11 1.468000E+11 2.300E-4 1.778E+16
315 009_315 36.807 4.412740E-1 3.331104E-1 7.773930E+1 2.285430E+1 3.684470E-1 3.101427E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.300E-4 1.778E+16
315 010_315 36.807 4.383240E-1 3.230745E-1 7.763410E+1 2.198780E+1 3.656930E-1 3.006308E-1 5.000000E-1 3.162000E+11 3.162000E+11 2.300E-4 1.778E+16
315 011_315 36.807 4.347610E-1 3.106889E-1 7.750630E+1 2.093840E+1 3.623930E-1 2.888908E-1 5.000000E-1 4.642000E+11 4.642000E+11 2.300E-4 1.778E+16
315 012_315 36.807 4.307230E-1 2.961197E-1 7.733980E+1 1.972870E+1 3.585450E-1 2.751217E-1 5.000000E-1 6.813000E+11 6.813000E+11 2.300E-4 1.778E+16
315 013_315 36.807 4.260970E-1 2.798082E-1 7.717150E+1 1.840170E+1 3.542680E-1 2.597137E-1 5.000000E-1 1.000000E+12 1.000000E+12 2.300E-4 1.778E+16
315 014_315 36.807 4.211860E-1 2.623458E-1 7.696350E+1 1.700840E+1 3.496390E-1 2.432281E-1 5.000000E-1 1.468000E+12 1.468000E+12 2.300E-4 1.778E+16
315 015_315 36.807 4.158400E-1 2.442800E-1 7.675190E+1 1.559310E+1 3.446780E-1 2.261983E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.300E-4 1.778E+16
315 016_315 36.807 4.102710E-1 2.259760E-1 7.649530E+1 1.418400E+1 3.393850E-1 2.089659E-1 5.000000E-1 3.162000E+12 3.162000E+12 2.300E-4 1.778E+16
315 017_315 36.807 4.042010E-1 2.076198E-1 7.623500E+1 1.279530E+1 3.337600E-1 1.916843E-1 5.000000E-1 4.642000E+12 4.642000E+12 2.300E-4 1.778E+16
315 018_315 36.807 3.977980E-1 1.893255E-1 7.592640E+1 1.143650E+1 3.277250E-1 1.744837E-1 5.000000E-1 6.813000E+12 6.813000E+12 2.300E-4 1.778E+16
315 019_315 36.807 3.909780E-1 1.712415E-1 7.557250E+1 1.011940E+1 3.212790E-1 1.574860E-1 5.000000E-1 1.000000E+13 1.000000E+13 2.300E-4 1.778E+16
315 020_315 36.807 3.836330E-1 1.535845E-1 7.518440E+1 8.859700E+0 3.144040E-1 1.408970E-1 5.000000E-1 1.468000E+13 1.468000E+13 2.300E-4 1.778E+16
315 021_315 36.807 3.758730E-1 1.366072E-1 7.473090E+1 7.674400E+0 3.070800E-1 1.249578E-1 5.000000E-1 2.154000E+13 2.154000E+13 2.300E-4 1.778E+16
315 022_315 36.807 3.676920E-1 1.205496E-1 7.419950E+1 6.577800E+0 2.992870E-1 1.098913E-1 5.000000E-1 3.162000E+13 3.162000E+13 2.300E-4 1.778E+16
315 023_315 36.807 3.590720E-1 1.056050E-1 7.357580E+1 5.580000E+0 2.910250E-1 9.586702E-2 5.000000E-1 4.642000E+13 4.642000E+13 2.300E-4 1.778E+16
315 024_315 36.807 3.499770E-1 9.190569E-2 7.284040E+1 4.685800E+0 2.822560E-1 8.300643E-2 5.000000E-1 6.813000E+13 6.813000E+13 2.300E-4 1.778E+16
315 025_315 36.807 3.403380E-1 7.952188E-2 7.197280E+1 3.895800E+0 2.728810E-1 7.138252E-2 5.000000E-1 1.000000E+14 1.000000E+14 2.300E-4 1.778E+16
