fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
DL10 14:24:58 341.1 33.99 1.000E+000 6.761E-001 1.798E-008 1.000E+012 2.950E+000 4.398E-005 2.966E-005 4.466E-002 2.965E-005 3.750E-007 2.832E-001 2.370E-002 1.575E-005 3.870E-003 
DL11 14:27:46 341.1 33.99 1.000E+000 6.714E-001 1.786E-008 1.000E+012 2.943E+000 4.386E-005 2.993E-005 4.496E-002 2.992E-005 3.813E-007 2.835E-001 2.390E-002 1.589E-005 3.498E-003 
DL12 14:30:40 341.1 33.99 1.000E+000 6.721E-001 1.786E-008 1.000E+012 2.932E+000 4.327E-005 2.973E-005 4.503E-002 2.972E-005 3.797E-007 2.837E-001 2.390E-002 1.582E-005 6.252E-003 
DL13 14:32:48 341.1 33.99 1.000E+000 6.727E-001 1.789E-008 1.000E+012 2.944E+000 4.405E-005 3.041E-005 4.539E-002 3.040E-005 3.916E-007 2.838E-001 2.410E-002 1.618E-005 2.782E-003 
DL14 14:36:58 341.2 33.98 1.000E+000 6.767E-001 1.807E-008 1.000E+012 2.942E+000 4.399E-005 3.019E-005 4.516E-002 3.018E-005 3.867E-007 2.836E-001 2.400E-002 1.604E-005 2.816E-003 
DL15 14:38:48 341.2 33.98 1.000E+000 6.755E-001 1.809E-008 1.000E+012 2.943E+000 4.415E-005 2.966E-005 4.443E-002 2.965E-005 3.729E-007 2.831E-001 2.360E-002 1.573E-005 3.245E-003 
DL16 14:41:20 341.2 33.98 1.000E+000 6.816E-001 1.814E-008 1.000E+012 2.948E+000 4.436E-005 2.985E-005 4.456E-002 2.984E-005 3.765E-007 2.831E-001 2.370E-002 1.582E-005 4.141E-003 
DL17 14:44:18 341.2 33.98 1.000E+000 6.842E-001 1.813E-008 1.000E+012 2.946E+000 4.434E-005 3.030E-005 4.508E-002 3.029E-005 3.871E-007 2.835E-001 2.390E-002 1.613E-005 2.128E-003 
DL18 14:48:58 341.2 33.98 1.000E+000 6.878E-001 1.809E-008 1.000E+012 2.951E+000 4.441E-005 2.939E-005 4.403E-002 2.938E-005 3.656E-007 2.827E-001 2.340E-002 1.556E-005 1.129E-003 
DL19 14:51:00 341.1 33.99 1.000E+000 6.945E-001 1.803E-008 1.000E+012 2.946E+000 4.423E-005 3.001E-005 4.480E-002 2.999E-005 3.807E-007 2.833E-001 2.380E-002 1.593E-005 2.783E-003 
