N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 295 1.800E-4 1.260839468E+00 1.313491739E+00
1.468000E+10 1.000E+17 295 1.800E-4 1.268018592E+00 1.313613961E+00
2.154000E+10 1.000E+17 295 1.800E-4 1.274383623E+00 1.313792113E+00
3.162000E+10 1.000E+17 295 1.800E-4 1.280326428E+00 1.314051200E+00
4.642000E+10 1.000E+17 295 1.800E-4 1.286051752E+00 1.314426583E+00
6.813000E+10 1.000E+17 295 1.800E-4 1.291608067E+00 1.314967404E+00
1.000000E+11 1.000E+17 295 1.800E-4 1.296956255E+00 1.315740286E+00
1.468000E+11 1.000E+17 295 1.800E-4 1.302054996E+00 1.316832259E+00
2.154000E+11 1.000E+17 295 1.800E-4 1.306928605E+00 1.318350973E+00
3.162000E+11 1.000E+17 295 1.800E-4 1.311690857E+00 1.320419008E+00
4.642000E+11 1.000E+17 295 1.800E-4 1.316522099E+00 1.323158880E+00
6.813000E+11 1.000E+17 295 1.800E-4 1.321616027E+00 1.326667314E+00
1.000000E+12 1.000E+17 295 1.800E-4 1.327119677E+00 1.330983716E+00
1.468000E+12 1.000E+17 295 1.800E-4 1.333092956E+00 1.336069565E+00
2.154000E+12 1.000E+17 295 1.800E-4 1.339500286E+00 1.341809326E+00
3.162000E+12 1.000E+17 295 1.800E-4 1.346217499E+00 1.348017924E+00
4.642000E+12 1.000E+17 295 1.800E-4 1.353098366E+00 1.354506992E+00
6.813000E+12 1.000E+17 295 1.800E-4 1.360037493E+00 1.361140177E+00
1.000000E+13 1.000E+17 295 1.800E-4 1.366950622E+00 1.367811924E+00
