fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
GL060 10:16:18 305.8 37.91 1.000E+000 9.475E-001 1.537E-010 7.241E+002 2.800E+000 7.182E-006 3.250E-005 2.175E-002 3.246E-005 1.775E-007 2.514E-001 1.090E-002 1.613E-005 2.087E-002 
GL065 10:13:50 305.7 37.93 1.000E+000 9.428E-001 1.515E-010 7.236E+002 2.782E+000 6.994E-006 4.312E-005 2.878E-002 4.306E-005 3.121E-007 2.519E-001 1.440E-002 2.153E-005 4.790E-002 
GL070 10:10:44 305.7 37.93 1.000E+000 9.901E-001 1.602E-010 7.236E+002 2.846E+000 7.728E-006 5.051E-005 3.341E-002 5.043E-005 4.253E-007 2.524E-001 1.680E-002 2.516E-005 6.086E-003 
GL075 10:08:16 305.7 37.93 1.000E+000 9.742E-001 1.559E-010 7.236E+002 2.831E+000 7.505E-006 6.340E-005 4.180E-002 6.331E-005 6.697E-007 2.531E-001 2.100E-002 3.174E-005 5.251E-002 
GL080 10:05:52 305.5 37.95 1.000E+000 9.464E-001 1.477E-010 7.227E+002 2.805E+000 7.169E-006 7.548E-005 4.960E-002 7.538E-005 9.488E-007 2.538E-001 2.500E-002 3.780E-005 1.133E-002 
GL085 10:03:04 305.3 37.98 1.000E+000 8.686E-001 1.309E-010 7.218E+002 2.697E+000 5.873E-006 8.737E-005 5.775E-002 8.726E-005 1.281E-006 2.542E-001 2.910E-002 4.387E-005 1.471E-001 
GL090 9:59:06 305.4 37.96 1.000E+000 9.284E-001 1.432E-010 7.223E+002 2.785E+000 6.883E-006 1.046E-004 6.794E-002 1.044E-004 1.815E-006 2.558E-001 3.440E-002 5.260E-005 1.823E-001 
GL095 9:56:30 305.5 37.95 1.000E+000 9.541E-001 1.490E-010 7.227E+002 2.823E+000 7.387E-006 1.223E-004 7.839E-002 1.221E-004 2.463E-006 2.573E-001 3.980E-002 6.174E-005 2.420E-002 
GL100 9:53:40 305.5 37.95 1.000E+000 9.288E-001 1.460E-010 7.227E+002 2.784E+000 6.975E-006 1.420E-004 9.036E-002 1.418E-004 3.318E-006 2.590E-001 4.610E-002 7.182E-005 2.315E-002 
GL105 9:50:38 305.6 37.94 1.000E+000 9.261E-001 1.470E-010 7.232E+002 2.771E+000 6.797E-006 1.567E-004 9.915E-002 1.565E-004 4.040E-006 2.604E-001 5.080E-002 7.938E-005 3.535E-002 
GL110 9:46:52 305.4 37.96 1.000E+000 9.157E-001 1.409E-010 7.223E+002 2.725E+000 6.151E-006 1.771E-004 1.114E-001 1.768E-004 5.161E-006 2.621E-001 5.730E-002 8.992E-005 1.550E-002 
