fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0UT1 9:16 300.2 38.62 1.000E+000 2.308E+000 1.721E-006 4.334E+002 2.495E+000 6.430E-008 7.296E-004 
0UT2 9:41 303.5 38.2 1.000E+000 2.354E+000 1.633E-006 4.434E+002 2.535E+000 6.293E-008 8.624E-004 
0UT3 10:0 306.5 37.83 1.000E+000 2.295E+000 1.808E-006 4.521E+002 2.401E+000 8.859E-008 1.727E-003 
0UT4 10:19 309.4 37.47 1.000E+000 2.265E+000 1.734E-006 4.601E+002 2.465E+000 8.106E-008 8.260E-004 
0UT5 10:40 312.4 37.11 1.000E+000 2.258E+000 1.740E-006 4.680E+002 2.443E+000 8.944E-008 1.065E-003 
0UT6 11:1 315.5 36.75 1.000E+000 2.240E+000 1.753E-006 4.760E+002 2.441E+000 9.507E-008 1.267E-003 
0UT7 11:20 318.7 36.38 1.000E+000 2.241E+000 1.803E-006 4.840E+002 2.457E+000 9.789E-008 7.775E-004 
0UT8 11:38 321.4 36.07 1.000E+000 2.174E+000 1.918E-006 4.907E+002 2.372E+000 1.187E-007 6.839E-004 
0UT9 11:55 324.3 35.75 1.000E+000 2.165E+000 1.880E-006 4.980E+002 2.422E+000 1.148E-007 5.171E-004 
UT10 12:14 327.7 35.38 1.000E+000 2.142E+000 2.024E-006 5.066E+002 2.344E+000 1.381E-007 1.323E-003 
UT11 12:41 330.7 35.06 1.000E+000 2.183E+000 1.999E-006 5.143E+002 2.363E+000 1.393E-007 1.231E-003 
