Ew Nt
4.5272228E-1 4.3006611E+13
4.4996780E-1 7.1445344E+13
4.4721330E-1 1.0513482E+14
4.4445879E-1 1.1855051E+14
4.4170428E-1 1.0628029E+14
4.3894978E-1 7.9740721E+13
4.3619528E-1 5.5211408E+13
4.3344079E-1 4.2551759E+13
4.3068628E-1 4.1097235E+13
4.2793179E-1 4.3330340E+13
4.2517728E-1 4.1747581E+13
4.2242278E-1 3.3798412E+13
4.1966828E-1 2.2784211E+13
4.1691378E-1 1.5264572E+13
4.1415928E-1 1.6666871E+13
4.1140478E-1 2.7608084E+13
4.0865028E-1 4.3483565E+13
4.0589578E-1 5.7801732E+13
4.0314128E-1 6.6690405E+13
4.0038678E-1 7.1065761E+13
3.9763228E-1 7.5175770E+13
3.9487777E-1 8.3252384E+13
3.9212327E-1 9.7019786E+13
3.8936877E-1 1.1544955E+14
3.8661427E-1 1.3619340E+14
3.8385977E-1 1.5724214E+14
3.8110527E-1 1.7781818E+14
3.7835077E-1 1.9845889E+14
3.7559627E-1 2.2073229E+14
3.7284177E-1 2.4680962E+14
3.7008727E-1 2.7880040E+14
3.6733277E-1 3.1791202E+14
3.6457827E-1 3.6390320E+14
3.6182377E-1 4.1529785E+14
3.5906927E-1 4.7027206E+14
3.5631477E-1 5.2759560E+14
3.5356026E-1 5.8702158E+14
3.5080576E-1 6.4898358E+14
3.4805126E-1 7.1392976E+14
3.4529676E-1 7.8177840E+14
3.4254226E-1 8.5177587E+14
3.3978776E-1 9.2267143E+14
3.3703326E-1 9.9290013E+14
3.3427876E-1 1.0605745E+15
3.3152426E-1 1.1234021E+15
3.2876976E-1 1.1787992E+15
3.2601526E-1 1.2243174E+15
3.2326076E-1 1.2581778E+15
3.2050626E-1 1.2795790E+15
3.1775176E-1 1.2886434E+15
3.1499725E-1 1.2861153E+15
3.1224275E-1 1.2730510E+15
3.0948825E-1 1.2506200E+15
3.0673375E-1 1.2200304E+15
3.0397925E-1 1.1825458E+15
3.0122475E-1 1.1395688E+15
2.9847025E-1 1.0926382E+15
2.9571575E-1 1.0429245E+15
2.9296125E-1 9.8975995E+14
2.9020675E-1 9.2835707E+14
2.8745225E-1 8.4812716E+14
2.8469775E-1 7.3394116E+14
2.8194325E-1 5.7184205E+14
2.7918875E-1 3.5765267E+14
2.7643424E-1 2.3513587E+14
