x N
1.3735249E+0 1.6303275E+21
1.3626443E+0 1.6382820E+21
1.3517831E+0 1.6385775E+21
1.3407300E+0 1.6110717E+21
1.3293094E+0 1.6050457E+21
1.3179821E+0 1.6045474E+21
1.3063555E+0 1.6144115E+21
1.2949701E+0 1.6008513E+21
1.2829365E+0 1.5728790E+21
1.2709172E+0 1.5939402E+21
1.2589775E+0 1.5671745E+21
1.2463101E+0 1.5420080E+21
1.2337227E+0 1.5595513E+21
1.2210833E+0 1.5329433E+21
1.2077860E+0 1.5175205E+21
1.1946028E+0 1.5059319E+21
1.1807990E+0 1.4848989E+21
1.1669199E+0 1.4958463E+21
1.1529921E+0 1.4741878E+21
1.1383556E+0 1.4470146E+21
1.1235237E+0 1.4581966E+21
1.1087301E+0 1.4484635E+21
1.0932920E+0 1.4057434E+21
1.0771386E+0 1.3931071E+21
1.0609459E+0 1.4053091E+21
1.0445819E+0 1.3837027E+21
1.0273516E+0 1.3595666E+21
