fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 54450 320.18 36.212 1.000000000E+00 2.212323151E+00 1.025395785E-09 8.549713155E+19 1.708741277E+00 3.746412888E-07 6.052862021E-02 
00D2 54572 320.09 36.222 1.000000000E+00 2.221975634E+00 1.028644968E-09 9.625644451E+19 1.709395950E+00 3.754147031E-07 5.696272246E-02 
00D3 54666 320.04 36.227 1.000000000E+00 2.204261621E+00 1.011129104E-09 8.843934330E+19 1.709856569E+00 3.746931698E-07 6.000583931E-02 
00D4 54750 319.99 36.233 1.000000000E+00 2.208496546E+00 1.002980241E-09 9.064335767E+19 1.707997066E+00 3.726979737E-07 5.998242567E-02 
00D5 54842 319.96 36.236 1.000000000E+00 2.230424457E+00 1.019055810E-09 9.340715303E+19 1.708076007E+00 3.722954526E-07 6.420333344E-02 
00D6 54930 320 36.232 1.000000000E+00 1.926645908E+00 8.355180859E-10 8.778710153E+19 1.685195033E+00 3.630341646E-07 5.179342375E-02 
00D7 55048 319.98 36.234 1.000000000E+00 2.768807769E+00 1.416022788E-09 8.826579330E+19 1.695187014E+00 3.654156283E-07 4.753814688E-02 
00D8 55166 319.75 36.26 1.000000000E+00 2.710432673E+00 1.336377897E-09 8.834482340E+19 1.691683858E+00 3.560847419E-07 4.871634646E-02 
00D9 55258 319.74 36.261 1.000000000E+00 2.728483079E+00 1.330462821E-09 8.837026551E+19 1.692527131E+00 3.566502364E-07 6.577403125E-02 
0D10 55344 319.78 36.257 1.000000000E+00 2.707248476E+00 1.312714803E-09 9.596640416E+19 1.691850002E+00 3.581439641E-07 6.331350332E-02 
0D11 55438 319.81 36.253 1.000000000E+00 2.708305288E+00 1.322726002E-09 9.765189304E+19 1.694283130E+00 3.623044064E-07 4.741430141E-02 
0D12 55524 319.83 36.251 1.000000000E+00 2.767676084E+00 1.385459353E-09 8.562294980E+19 1.698195558E+00 3.649014507E-07 4.969074142E-02 
0D13 55618 319.88 36.245 1.000000000E+00 2.710879062E+00 1.327622671E-09 9.622027475E+19 1.695581473E+00 3.652102001E-07 4.891103095E-02 
