T d154 d184 d214 d244
d 150 180 210 240
290 1.237395496E+00 1.237444124E+00 1.237531404E+00 1.237267497E+00
295 1.237906749E+00 1.238020098E+00 1.238016400E+00 1.238009097E+00
300 1.239309902E+00 1.239326280E+00 1.239356077E+00 1.239389646E+00
305 1.241125849E+00 1.241029303E+00 1.241051526E+00 1.241136608E+00
310 1.243796895E+00 1.243440725E+00 1.243585867E+00 1.243602596E+00
315 1.246795680E+00 1.246250206E+00 1.246246383E+00 1.246363825E+00
320 1.249542523E+00 1.248993350E+00 1.248928478E+00 1.248964544E+00
325 1.252438087E+00 1.251880990E+00 1.251590887E+00 1.251709666E+00
330 1.255118808E+00 1.254484970E+00 1.254127366E+00 1.254031719E+00
335 1.257008956E+00 1.256266507E+00 1.255813625E+00 1.255600114E+00
340 1.258552376E+00 1.257612610E+00 1.256991820E+00 1.256360869E+00
