N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 335 3.300E-4 3.594080E+1 1.527840E+1 5.339480E-1 7.961430E+1
1.468000E+10 1.000E+17 335 3.300E-4 3.576837E+1 1.519260E+1 5.335730E-1 7.960440E+1
2.154000E+10 1.000E+17 335 3.300E-4 3.553744E+1 1.507760E+1 5.330670E-1 7.959110E+1
3.162000E+10 1.000E+17 335 3.300E-4 3.523780E+1 1.492850E+1 5.324030E-1 7.957340E+1
4.642000E+10 1.000E+17 335 3.300E-4 3.486332E+1 1.474220E+1 5.315570E-1 7.955060E+1
6.813000E+10 1.000E+17 335 3.300E-4 3.441404E+1 1.451850E+1 5.305150E-1 7.952200E+1
1.000000E+11 1.000E+17 335 3.300E-4 3.389611E+1 1.426010E+1 5.292340E-1 7.949230E+1
1.468000E+11 1.000E+17 335 3.300E-4 3.331904E+1 1.397130E+1 5.277200E-1 7.945890E+1
2.154000E+11 1.000E+17 335 3.300E-4 3.269157E+1 1.365040E+1 5.259950E-1 7.938300E+1
3.162000E+11 1.000E+17 335 3.300E-4 3.201914E+1 1.331100E+1 5.240480E-1 7.932860E+1
4.642000E+11 1.000E+17 335 3.300E-4 3.130382E+1 1.294920E+1 5.218620E-1 7.926670E+1
6.813000E+11 1.000E+17 335 3.300E-4 3.054580E+1 1.256500E+1 5.193830E-1 7.919980E+1
1.000000E+12 1.000E+17 335 3.300E-4 2.974480E+1 1.215810E+1 5.165410E-1 7.913150E+1
1.468000E+12 1.000E+17 335 3.300E-4 2.890085E+1 1.172370E+1 5.134320E-1 7.900780E+1
2.154000E+12 1.000E+17 335 3.300E-4 2.801464E+1 1.127430E+1 5.100340E-1 7.890490E+1
3.162000E+12 1.000E+17 335 3.300E-4 2.708768E+1 1.080570E+1 5.061800E-1 7.880910E+1
4.642000E+12 1.000E+17 335 3.300E-4 2.612242E+1 1.031480E+1 5.020700E-1 7.864720E+1
6.813000E+12 1.000E+17 335 3.300E-4 2.512232E+1 9.815300E+0 4.975760E-1 7.852070E+1
1.000000E+13 1.000E+17 335 3.300E-4 2.409185E+1 9.299800E+0 4.927650E-1 7.833640E+1
1.468000E+13 1.000E+17 335 3.300E-4 2.303648E+1 8.782000E+0 4.876190E-1 7.818010E+1
2.154000E+13 1.000E+17 335 3.300E-4 2.196258E+1 8.256600E+0 4.821810E-1 7.796650E+1
3.162000E+13 1.000E+17 335 3.300E-4 2.087723E+1 7.736600E+0 4.764130E-1 7.778490E+1
4.642000E+13 1.000E+17 335 3.300E-4 1.978822E+1 7.217800E+0 4.704510E-1 7.753250E+1
6.813000E+13 1.000E+17 335 3.300E-4 1.870375E+1 6.712700E+0 4.641310E-1 7.732630E+1
1.000000E+14 1.000E+17 335 3.300E-4 1.763219E+1 6.217300E+0 4.576430E-1 7.704890E+1
