Name T sdV sdI I01 I01tr n1 n1tr Rsh1 Rsh1tr I02 I02tr n2 n2tr Rsh2 Rsh2tr Rs Rstr Iph Iphtr
STLBO 300 0 0 1.500474255E-05 1.500000000E-05 5.521425607E+00 5.521048999E+00 1.000565320E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064569E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474255E-05 1.500000000E-05 5.521425607E+00 5.521048999E+00 1.000565319E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064568E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474254E-05 1.500000000E-05 5.521425606E+00 5.521048999E+00 1.000565318E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064575E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474252E-05 1.500000000E-05 5.521425605E+00 5.521048999E+00 1.000565316E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064570E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474251E-05 1.500000000E-05 5.521425604E+00 5.521048999E+00 1.000565316E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064584E+01 5.000000000E+01 9.999928236E-04 1.000000000E-03
STLBO 300 0 0 1.500474252E-05 1.500000000E-05 5.521425604E+00 5.521048999E+00 1.000565316E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064577E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474252E-05 1.500000000E-05 5.521425604E+00 5.521048999E+00 1.000565316E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064579E+01 5.000000000E+01 9.999928236E-04 1.000000000E-03
STLBO 300 0 0 1.500474252E-05 1.500000000E-05 5.521425604E+00 5.521048999E+00 1.000565316E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064574E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474254E-05 1.500000000E-05 5.521425606E+00 5.521048999E+00 1.000565318E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064573E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474249E-05 1.500000000E-05 5.521425602E+00 5.521048999E+00 1.000565313E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064582E+01 5.000000000E+01 9.999928236E-04 1.000000000E-03
STLBO 300 0 0 1.500474257E-05 1.500000000E-05 5.521425608E+00 5.521048999E+00 1.000565321E+04 1.000000000E+04 9.665837317E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064572E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474253E-05 1.500000000E-05 5.521425605E+00 5.521048999E+00 1.000565318E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064578E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474250E-05 1.500000000E-05 5.521425603E+00 5.521048999E+00 1.000565314E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064581E+01 5.000000000E+01 9.999928236E-04 1.000000000E-03
STLBO 300 0 0 1.500474253E-05 1.500000000E-05 5.521425605E+00 5.521048999E+00 1.000565318E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064581E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 0 1.500474251E-05 1.500000000E-05 5.521425604E+00 5.521048999E+00 1.000565316E+04 1.000000000E+04 9.665837316E-05 9.665824002E-05 2.666687881E+00 2.666666667E+00 2.114603511E+03 2.114596000E+03 4.999064577E+01 5.000000000E+01 9.999928235E-04 1.000000000E-03
STLBO 300 0 2E-7 1.473922275E-05 1.500000000E-05 5.498097273E+00 5.521048999E+00 9.887896870E+03 1.000000000E+04 9.621625298E-05 9.665824002E-05 2.640523483E+00 2.666666667E+00 2.106514476E+03 2.114596000E+03 5.241197626E+01 5.000000000E+01 1.000373724E-03 1.000000000E-03
STLBO 300 0 2E-7 2.016787764E-05 1.500000000E-05 5.897283060E+00 5.521048999E+00 2.068659795E+04 1.000000000E+04 9.657743111E-05 9.665824002E-05 2.691849240E+00 2.666666667E+00 2.119446799E+03 2.114596000E+03 3.992079120E+01 5.000000000E+01 9.939087229E-04 1.000000000E-03
STLBO 300 0 2E-7 1.927095143E-05 1.500000000E-05 5.836742116E+00 5.521048999E+00 1.798633159E+04 1.000000000E+04 9.659184404E-05 9.665824002E-05 2.694401328E+00 2.666666667E+00 2.117563782E+03 2.114596000E+03 4.126670404E+01 5.000000000E+01 9.946667229E-04 1.000000000E-03
STLBO 300 0 2E-7 1.573310547E-05 1.500000000E-05 5.577890403E+00 5.521048999E+00 1.098388168E+04 1.000000000E+04 9.672470732E-05 9.665824002E-05 2.670636846E+00 2.666666667E+00 2.116215894E+03 2.114596000E+03 4.869499832E+01 5.000000000E+01 9.990060234E-04 1.000000000E-03
STLBO 300 0 2E-7 1.495970724E-05 1.500000000E-05 5.520740565E+00 5.521048999E+00 9.627303238E+03 1.000000000E+04 9.699493718E-05 9.665824002E-05 2.685744557E+00 2.666666667E+00 2.121672630E+03 2.114596000E+03 4.821637814E+01 5.000000000E+01 1.000189722E-03 1.000000000E-03
STLBO 300 0 2E-7 1.659430561E-05 1.500000000E-05 5.646308708E+00 5.521048999E+00 1.182832884E+04 1.000000000E+04 9.712342862E-05 9.665824002E-05 2.697555317E+00 2.666666667E+00 2.124887436E+03 2.114596000E+03 4.511891022E+01 5.000000000E+01 9.980359207E-04 1.000000000E-03
STLBO 300 0 2E-7 1.376997872E-05 1.500000000E-05 5.419692761E+00 5.521048999E+00 8.824147808E+03 1.000000000E+04 9.653958340E-05 9.665824002E-05 2.659285857E+00 2.666666667E+00 2.109918793E+03 2.114596000E+03 5.280017536E+01 5.000000000E+01 1.001696743E-03 1.000000000E-03
STLBO 300 0 2E-7 1.563877053E-05 1.500000000E-05 5.572661570E+00 5.521048999E+00 1.062220657E+04 1.000000000E+04 9.691338386E-05 9.665824002E-05 2.683077040E+00 2.666666667E+00 2.119968543E+03 2.114596000E+03 4.775126601E+01 5.000000000E+01 9.992179830E-04 1.000000000E-03
STLBO 300 0 2E-7 1.198709963E-05 1.500000000E-05 5.261914414E+00 5.521048999E+00 7.487960847E+03 1.000000000E+04 9.621301457E-05 9.665824002E-05 2.628425890E+00 2.666666667E+00 2.102165683E+03 2.114596000E+03 5.848612502E+01 5.000000000E+01 1.004234588E-03 1.000000000E-03
STLBO 300 0 2E-7 1.638920195E-05 1.500000000E-05 5.636341698E+00 5.521048999E+00 1.053096977E+04 1.000000000E+04 9.749196905E-05 9.665824002E-05 2.718602179E+00 2.666666667E+00 2.133375347E+03 2.114596000E+03 4.317510715E+01 5.000000000E+01 9.993598021E-04 1.000000000E-03
STLBO 300 0 2E-7 1.261736062E-05 1.500000000E-05 5.317939697E+00 5.521048999E+00 8.038155569E+03 1.000000000E+04 9.633423351E-05 9.665824002E-05 2.634902749E+00 2.666666667E+00 2.103988602E+03 2.114596000E+03 5.682902982E+01 5.000000000E+01 1.002819831E-03 1.000000000E-03
STLBO 300 0 2E-7 1.343071034E-05 1.500000000E-05 5.389956228E+00 5.521048999E+00 8.683690590E+03 1.000000000E+04 9.676430665E-05 9.665824002E-05 2.658839629E+00 2.666666667E+00 2.114435349E+03 2.114596000E+03 5.385264974E+01 5.000000000E+01 1.001698722E-03 1.000000000E-03
STLBO 300 0 2E-7 1.656805368E-05 1.500000000E-05 5.645217169E+00 5.521048999E+00 1.154868308E+04 1.000000000E+04 9.676661486E-05 9.665824002E-05 2.686882648E+00 2.666666667E+00 2.119764609E+03 2.114596000E+03 4.563591041E+01 5.000000000E+01 9.985267373E-04 1.000000000E-03
STLBO 300 0 2E-7 1.445687298E-05 1.500000000E-05 5.475480572E+00 5.521048999E+00 9.543853851E+03 1.000000000E+04 9.641735732E-05 9.665824002E-05 2.649814227E+00 2.666666667E+00 2.109713180E+03 2.114596000E+03 5.212413088E+01 5.000000000E+01 1.000683199E-03 1.000000000E-03
STLBO 300 0 2E-7 1.177659657E-05 1.500000000E-05 5.242866124E+00 5.521048999E+00 7.300909474E+03 1.000000000E+04 9.680698245E-05 9.665824002E-05 2.644277885E+00 2.666666667E+00 2.111391110E+03 2.114596000E+03 5.805445288E+01 5.000000000E+01 1.004544411E-03 1.000000000E-03
