Name T sdV sdI I01med I01er n1med n1er Rsh1med Rsh1er I02med I02er n2med n2er Rsh2med Rsh2er Rsmed Rser Iphmed Ipher
STLBO 300 0 0 1.500474254E-05 3.161690000E-02 5.521425606E+00 6.821286439E-03 1.000565318E+04 5.653178667E-02 9.665837317E-05 1.377495940E-04 2.666687881E+00 7.955262499E-04 2.114603511E+03 3.551978722E-04 4.999064574E+01 1.870851167E-02 9.999928235E-04 7.176475000E-04
STLBO 300 0 2E-7 1.505706835E-05 3.804556369E-01 5.516675307E+00 7.921848939E-02 1.063390228E+04 6.339022807E+00 9.663852067E-05 2.040111093E-02 2.665856621E+00 3.037671115E-02 2.114065835E+03 2.507168563E-02 5.020847596E+01 4.169519129E-01 1.000210545E-03 2.105453231E-02
STLBO 300 0 4E-7 1.395806289E-05 6.946247396E+00 5.412378973E+00 1.968285853E+00 9.851529764E+03 1.484702360E+00 9.651400378E-05 1.492229148E-01 2.654687165E+00 4.492313381E-01 2.110079355E+03 2.135937503E-01 5.331175466E+01 6.623509329E+00 1.002296992E-03 2.296992405E-01
STLBO 300 0 6E-7 1.274205274E-05 1.505298171E+01 5.289825547E+00 4.188034780E+00 9.389903585E+03 6.100964151E+00 9.648436806E-05 1.798832251E-01 2.640608730E+00 9.771726411E-01 2.107275080E+03 3.462089283E-01 5.740351102E+01 1.480702203E+01 1.004393445E-03 4.393445333E-01
STLBO 300 0 8E-7 1.157838301E-05 2.281077992E+01 5.160424553E+00 6.531810286E+00 8.303468196E+03 1.696531804E+01 9.622772816E-05 4.453959263E-01 2.630291063E+00 1.364085137E+00 2.101667935E+03 6.113728162E-01 6.054017257E+01 2.108034513E+01 1.008324578E-03 8.324577645E-01
STLBO 300 0 1E-6 1.071510423E-05 2.856597180E+01 5.039023657E+00 8.730684015E+00 8.148966670E+03 1.851033330E+01 9.625248430E-05 4.197838880E-01 2.623868321E+00 1.604937974E+00 2.099082862E+03 7.336218305E-01 6.435990751E+01 2.871981502E+01 1.011030323E-03 1.103032347E+00
STLBO 300 2E-5 0 1.499299258E-05 4.671615333E-02 5.520410549E+00 1.156393106E-02 9.999491263E+03 5.087370333E-03 9.665960638E-05 1.413595985E-03 2.666502088E+00 6.171708749E-03 2.114587935E+03 3.813920011E-04 5.003484972E+01 6.969943567E-02 1.000005065E-03 5.064610000E-04
STLBO 300 2E-5 2E-7 1.532309353E-05 2.153956894E+00 5.539143568E+00 3.277378871E-01 1.081481823E+04 8.148182267E+00 9.669823636E-05 4.137913470E-02 2.670707068E+00 1.515150487E-01 2.115813383E+03 5.757048391E-02 4.928532261E+01 1.429354775E+00 9.999721552E-04 2.784484000E-03
STLBO 300 2E-5 4E-7 1.380132183E-05 7.991187789E+00 5.398006572E+00 2.228605956E+00 1.007075592E+04 7.075592302E-01 9.648537290E-05 1.788436409E-01 2.648392978E+00 6.852633549E-01 2.108979757E+03 2.655941426E-01 5.438865377E+01 8.777307537E+00 1.001984442E-03 1.984441720E-01
STLBO 300 2E-5 6E-7 1.310696305E-05 1.262024630E+01 5.320905236E+00 3.625103907E+00 9.425499836E+03 5.745001644E+00 9.645409994E-05 2.111977987E-01 2.650636101E+00 6.011462343E-01 2.108263515E+03 2.994654881E-01 5.550870886E+01 1.101741771E+01 1.004517763E-03 4.517763350E-01
