N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.208008059E+00 1.201569731E+00 1.195595875E+00 1.190077049E+00
1.016672606E+01 1.216401945E+00 1.209890081E+00 1.203872462E+00 1.198346854E+00
1.033324570E+01 1.222619636E+00 1.216093956E+00 1.210099353E+00 1.204637486E+00
1.049996187E+01 1.227189010E+00 1.220711030E+00 1.214809386E+00 1.209486534E+00
1.066670514E+01 1.230575086E+00 1.224215416E+00 1.218487156E+00 1.213390424E+00
1.083333839E+01 1.233165038E+00 1.227009017E+00 1.221549780E+00 1.216781299E+00
1.100000000E+01 1.235275417E+00 1.229426521E+00 1.224348919E+00 1.220024088E+00
1.116672606E+01 1.237166742E+00 1.231747121E+00 1.227176028E+00 1.223413228E+00
1.133324570E+01 1.239057168E+00 1.234200923E+00 1.230259565E+00 1.227159512E+00
1.149996187E+01 1.241128524E+00 1.236965084E+00 1.233749881E+00 1.231366572E+00
1.166670514E+01 1.243521465E+00 1.240147362E+00 1.237696559E+00 1.236011120E+00
1.183333839E+01 1.246320150E+00 1.243765509E+00 1.242035574E+00 1.240949751E+00
1.200000000E+01 1.249533398E+00 1.247739754E+00 1.246606853E+00 1.245966650E+00
1.216672606E+01 1.253088621E+00 1.251915126E+00 1.251208135E+00 1.250848813E+00
1.233324570E+01 1.256851903E+00 1.256113671E+00 1.255663059E+00 1.255450308E+00
1.249996187E+01 1.260673328E+00 1.260192868E+00 1.259868842E+00 1.259716960E+00
1.266670514E+01 1.264435826E+00 1.264080276E+00 1.263804711E+00 1.263670910E+00
1.283333839E+01 1.268083201E+00 1.267773880E+00 1.267510122E+00 1.267377994E+00
1.300000000E+01 1.271619045E+00 1.271319496E+00 1.271054602E+00 1.270919274E+00
