N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 3.424501000E-03 2.444103000E-03 1.720575000E-03 1.198993000E-03 8.293350000E-04 5.705080000E-04 3.908300000E-04 2.668480000E-04 1.816740000E-04 1.233590000E-04 8.355800000E-05 5.649400000E-05 3.818800000E-05 2.591000000E-05 1.778500000E-05 1.250900000E-05 9.166000000E-06 7.096000000E-06 5.823000000E-06
1.600000000E+01 2.277058800E-02 1.609057800E-02 1.125450600E-02 7.813296000E-03 5.395329000E-03 3.711785000E-03 2.547256000E-03 1.745475000E-03 1.195246000E-03 8.185410000E-04 5.610860000E-04 3.854210000E-04 2.657780000E-04 1.844990000E-04 1.294810000E-04 9.233500000E-05 6.730900000E-05 5.033500000E-05 3.869400000E-05
1.700000000E+01 6.908184900E-02 5.227575900E-02 3.844653400E-02 2.761472000E-02 1.945472000E-02 1.348942200E-02 9.229405000E-03 6.245208000E-03 4.190446000E-03 2.798378000E-03 1.868937000E-03 1.255105000E-03 8.520530000E-04 5.873800000E-04 4.126960000E-04 2.965060000E-04 1.876100000E-04 2.078400000E-04 1.506590000E-04
1.549996187E+01 2.692931000E-03 1.822694000E-03 1.237952000E-03 8.460080000E-04 5.831380000E-04 4.064450000E-04 2.874660000E-04 2.072360000E-04 1.531440000E-04 1.167620000E-04 9.230700000E-05 7.581200000E-05 6.441600000E-05 5.599300000E-05 4.904600000E-05 4.270700000E-05 3.671700000E-05 3.121400000E-05 2.638400000E-05
1.649996187E+01 4.303142600E-02 3.123538400E-02 2.226595900E-02 1.565296100E-02 1.088778400E-02 7.511330000E-03 5.148054000E-03 3.508962000E-03 2.380495000E-03 1.608674000E-03 1.084601000E-03 7.316000000E-04 4.959170000E-04 3.397120000E-04 2.366170000E-04 1.684170000E-04 1.229630000E-04 9.224800000E-05 7.116200000E-05
1.674996808E+01 5.531574000E-02 4.092311700E-02 2.958159000E-02 2.099288400E-02 1.468309800E-02 1.015126100E-02 6.951151000E-03 4.721129000E-03 3.184645000E-03 2.137547000E-03 1.432108000E-03 9.620680000E-04 6.517200000E-04 4.476940000E-04 3.134470000E-04 2.244660000E-04 1.648740000E-04 1.244000000E-04 1.108570000E-04
1.624993176E+01 3.218172100E-02 2.300547300E-02 1.622146000E-02 1.132112000E-02 7.841151000E-03 5.400151000E-03 3.703155000E-03 2.530959000E-03 1.725185000E-03 1.173448000E-03 7.971690000E-04 5.416580000E-04 3.691640000E-04 2.534390000E-04 1.762600000E-04 1.249390000E-04 9.074200000E-05 6.771700000E-05 5.197900000E-05
1.574996808E+01 1.375666000E-02 9.624482000E-03 6.685744000E-03 4.621770000E-03 3.185197000E-03 2.191773000E-03 1.507887000E-03 1.038569000E-03 7.171970000E-04 4.973550000E-04 3.470180000E-04 2.441140000E-04 1.734340000E-04 1.246620000E-04 9.078000000E-05 6.708700000E-05 5.042600000E-05 3.870300000E-05 3.036600000E-05
1.524993176E+01 2.062498000E-03 1.501760000E-03 1.071361000E-03 7.543520000E-04 5.265300000E-04 3.649800000E-04 2.521670000E-04 1.739000000E-04 1.199300000E-04 8.288900000E-05 5.757200000E-05 4.034300000E-05 2.868600000E-05 2.086500000E-05 1.567800000E-05 5.022000000E-06 1.542100000E-05 2.038300000E-05 2.162000000E-05
